,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
3759,AM Cafe,93,A,4.0,143,$,Breakfast & Brunch
3760,Earthbar,94,A,4.0,148,$,Juice Bars & Smoothies
3761,Fresh Corn Grill,87,B,4.0,506,$$,American (New)
3762,China Palace,83,B,3.5,150,$$,Sushi Bars
3764,Choi Ga Nei Korean BBQ,83,B,4.0,532,$$,Korean
3766,Karaoke Bleu,96,A,3.5,160,$$,Karaoke
3767,Tito's Tacos,91,A,3.5,4602,$,Mexican
3768,Tocaya Organica - Century City,93,A,4.0,149,$$,Tacos
3769,DK's Donuts & Bakery,96,A,4.0,1935,$,Donuts
3770,Wexler's Deli,96,A,3.5,246,$$,Delis
3771,Panda Express,95,A,3.0,84,$,Chinese
3772,LA's Best Deli & Cafe,94,A,3.5,57,$$,Delis
3773,Beach City Creamery,97,A,4.0,402,$$,Ice Cream & Frozen Yogurt
3774,Ono Hawaiian BBQ,93,A,3.0,62,$,Hawaiian
3775,La Poblana Restaurant,93,A,3.5,193,$,Mexican
3776,Isaan Station Thai Street Food,91,A,4.0,529,$$,Thai
3777,Sandy's Tacos & More,92,A,4.0,45,$,Mexican
3778,Rush Street,92,A,3.5,2011,$$,American (New)
3779,Popeyes Louisiana Kitchen,94,A,1.5,75,$$,Fast Food
3782,Brennan's,90,A,4.0,104,$$,American (New)
3785,Ben & Jerry's,96,A,3.5,47,$$,Ice Cream & Frozen Yogurt
3786,Jersey Mike's Subs,97,A,3.0,69,$,Sandwiches
3787,Mendocino Farms,95,A,4.0,78,$$,Sandwiches
3790,Aliotta's Via Firenze,90,A,4.0,306,$$,Italian
3791,Thai Aree,92,A,3.5,158,$,Thai
3793,Victory Bread,90,A,4.5,47,$,Bakeries
3794,KOBUNGA,97,A,4.5,120,$$,Korean
3795,Habitat Coffee and Tea,96,A,4.0,330,$$,Breakfast & Brunch
3799,QQ Kitchen,94,A,3.5,122,$,Taiwanese
3800,Cabo Cantina,90,A,2.5,759,$$,Mexican
3801,85°C Bakery Cafe,97,A,3.5,963,$,Bakeries
3802,Berlins,91,A,4.5,834,$,Bubble Tea
3803,Black Cow Cafe,93,A,4.0,1283,$$,American (New)
3804,Hilton Los Angeles Airport,96,A,2.5,741,$$$,Hotels
3806,Rick's Drive In & Out,90,A,2.5,174,$,Burgers
3808,Los Angeles Memorial Coliseum,93,A,3.0,393,NA,Venues & Event Spaces
3809,Villa Lounge,90,A,2.5,82,$$$,Lounges
3813,Crock N Kettle,94,A,4.0,118,$,Salad
3815,Kirin Buffet & Grill,91,A,2.5,646,$$,Buffets
3816,Panda Express,98,A,2.5,83,$,Chinese
3818,Full house Chinese restaurant,93,A,3.0,54,$$,Chinese
3820,Chicago For Ribs,90,A,3.0,210,$$,Barbeque
3821,Martha's 22nd Street Grill,96,A,4.0,693,$$,American (Traditional)
3822,Buddha Belly,92,A,4.0,76,$$,Thai
3825,Seiwa Market Japanese Grocery,91,A,4.0,47,$$,International Grocery
3826,Xi'an,94,A,3.5,327,$$,Chinese
3827,Palms Thai Restaurant,91,A,4.0,2507,$$,Seafood
3830,Pacific Theaters Vineland Drive-In,99,A,4.0,540,NA,Drive-In Theater
3831,Juice Budz,95,A,4.5,110,$,Juice Bars & Smoothies
3833,Japanese Castle,97,A,4.0,194,$$,Sushi Bars
3835,Diamond Buffet & Grill,92,A,3.5,196,$$,American (Traditional)
3836,Ray's Tepeyac,96,A,4.0,393,$$,Mexican
3838,North Hollywood Diner,91,A,3.0,504,$$,Diners
3839,Byul Gobchang,90,A,4.5,604,$$,Barbeque
3840,Far Bar,99,A,3.5,1863,$$,Asian Fusion
3841,Casey's Irish Pub,100,A,3.5,762,$$,Pubs
3842,Park La Brea Apartments,90,A,2.5,645,NA,Apartments
3843,Zahle Restaurant,95,A,4.0,199,$$,Lebanese
3844,Tender Greens,93,A,3.5,457,$$,American (New)
3846,Fix Cafe,95,A,5.0,47,$,Coffee & Tea
3847,Thai Dishes,84,B,3.0,412,$$,Thai
3848,Kyoto Sushi,98,A,3.5,497,$$,Sushi Bars
3850,Cielito Lindo,95,A,4.0,698,$,Mexican
3852,Udupi Palace,96,A,3.5,402,$$,Indian
3853,Angeles La Mejor Mexican Food,99,A,3.0,129,$,Mexican
3854,The Coffee Bean & Tea Leaf,97,A,4.0,121,$,Coffee & Tea
3856,The San Franciscan,94,A,4.0,728,$$,Karaoke
3857,El Charro Restaurant,98,A,4.0,83,$,Mexican
3859,Sushi Katsu-Ya Encino,98,A,4.0,547,$$,Japanese
3860,Nook Bistro,90,A,4.0,1040,$$,American (New)
3862,King's Hawaiian Bakery & Restaurant,90,A,4.0,2762,$$,Bakeries
3863,Bluebird Brasserie,96,A,4.0,182,$$,Brewpubs
3864,The Spot Gourmet Catering,94,A,4.5,48,NA,Caterers
3867,Malek Restaurant & Catering,94,A,4.0,172,$,Persian/Iranian
3869,Tapioca Express Arcadia,92,A,3.5,218,$,Coffee & Tea
3871,Robeks Juice,91,A,3.5,90,$,Juice Bars & Smoothies
3872,Rooter Hero Plumbing,90,A,4.0,88,NA,Plumbing
3873,Descanso Garden Spa,93,A,4.5,155,$$,Day Spas
3874,Bottega Louie,92,A,4.0,15795,$$,Italian
3876,Top Falafel,93,A,4.5,129,$,Middle Eastern
3877,Bak kung 2 Korean BBQ,92,A,4.0,204,$$,Barbeque
3878,Baby Bros Pizza & Wings,90,A,4.0,218,$$,Pizza
3879,The Belmont,91,A,3.5,608,$$,American (Traditional)
3880,Blue Bottle Coffee,94,A,4.0,537,$$,Coffee & Tea
3881,Kabab Way,92,A,4.0,365,$,Middle Eastern
3882,Jersey Mike's Subs,90,A,3.0,265,$$,Sandwiches
3883,Star Wok,90,A,3.0,55,$,Chinese
3884,Veracruz Mexican Restaurant,96,A,4.0,89,$,Mexican
3885,Hannosuke,99,A,4.0,302,$,Japanese
3886,Go Greek Yogurt,96,A,4.0,140,$,Ice Cream & Frozen Yogurt
3887,The Oyster Bar SKC,94,A,4.0,587,$$,Cajun/Creole
3888,"Cafe X2O, Glendora",96,A,4.0,244,$$,Mediterranean
3889,Antonio's Tacos & Kabob,93,A,4.5,197,$$,Mexican
3890,Tickle Tree Cafe,95,A,4.0,674,$$,Cafes
3892,Spitz - Little Tokyo,97,A,4.0,1547,$$,Mediterranean
3894,Sasoun Bakery,95,A,4.5,51,$,Mediterranean
3896,WaBa Grill,96,A,3.5,45,$,Fast Food
3897,ISA Japanese Restaurant,70,C,3.5,463,$$,Sushi Bars
3898,Sun Ha Jang,95,A,3.5,192,$$,Korean
3899,Marston's,96,A,3.5,561,$$,Breakfast & Brunch
3901,Masala Grill,92,A,4.5,141,$$,Indian
3902,Randy's Donuts,90,A,4.0,50,$,Coffee & Tea
3903,Sweet Lab,97,A,3.5,208,$$,Ice Cream & Frozen Yogurt
3904,Denny's,93,A,2.0,131,$$,Diners
3905,Slater's 50/50 - Pasadena,90,A,4.0,3577,$$,Burgers
3906,Julie's Pizzeria,93,A,3.5,210,$,Pizza
3907,Twist Eatery,94,A,4.0,186,$$,Cafes
3908,Bubble Republic,93,A,4.0,189,$,Taiwanese
3909,Guisados,94,A,4.5,2277,$,Mexican
3910,Denny's,93,A,2.0,96,$,American (Traditional)
3912,Pho 24,90,A,4.0,543,$,Vietnamese
3914,Spudnuts Donuts,93,A,4.0,139,$,Donuts
3915,The Edison,94,A,3.5,2988,$$$,Cocktail Bars
3916,Roxbury Cafe,90,A,4.0,149,$$,Breakfast & Brunch
3917,Village Pizza,95,A,4.0,236,$,Pizza
3918,Foothill Cinema 10,97,A,3.5,172,NA,Cinema
3920,Shin-Sen-Gumi Yakitori -Gardena,90,A,4.5,1097,$$,Japanese
3921,Balboa Sub Shop,92,A,4.5,208,$,Sandwiches
3922,Oasis Pupuseria,91,A,3.0,203,$,Latin American
3923,Hudson House,90,A,4.0,967,$$,Gastropubs
3924,Señor G's Fresh & Healthy Mexican Food,96,A,4.5,573,$$,Mexican
3925,Chipotle Mexican Grill,97,A,3.0,145,$,Mexican
3927,Millennium Biltmore Los Angeles,97,A,3.0,899,$$$,Hotels
3928,El Pollo Loco,96,A,2.0,71,$,Fast Food
3929,Brazuca,93,A,4.0,91,$$,Brazilian
3930,Tommy's Famous Drive-Thru,98,A,3.5,87,$,Burgers
3931,Koutoubia,91,A,3.5,121,$$$,Moroccan
3932,Jimmy John's,94,A,3.0,114,$,Delis
3933,Tamon Sushi,90,A,4.0,87,$$,Japanese
3934,Boulevard3,98,A,4.0,1252,$$,Dance Clubs
3935,Beech Street,93,A,3.5,154,$$,Pizza
3936,Jitlada,98,A,3.5,1792,$$,Thai
3937,Corner Place,96,A,4.0,879,$$,Korean
3939,Luchini Pizzeria & Bar,86,B,3.5,93,$,Pizza
3940,J Spot Comedy Club,91,A,3.0,93,$$,Comedy Clubs
3942,Mariscos Las Palmas De Colima,96,A,4.0,76,$,Mexican
3943,Flame Broiler,93,A,3.5,66,$,American (Traditional)
3944,Nirvana Clinic,90,A,4.5,231,NA,Cannabis Clinics
3946,The Sweet Swirl,98,A,4.5,121,$,Ice Cream & Frozen Yogurt
3947,Pinkberry,95,A,4.0,211,$,Ice Cream & Frozen Yogurt
3948,Jinky's Cafe - Sherman Oaks,91,A,3.5,633,$$,American (Traditional)
3949,Fantasy Castle,81,B,3.0,103,$$,Adult Entertainment
3950,Kim Kee Noodle House,95,A,4.0,190,$,Chinese
3951,Chang'an Restaurant,91,A,4.5,724,$$,Chinese
3952,Sushi On Brand,95,A,3.5,285,$$,Sushi Bars
3953,Medrano's Mexican Restaurant,99,A,3.5,67,$$,Mexican
3954,Spire 73,92,A,3.0,445,$$$,Cocktail Bars
3955,Sen Asian Kitchen,91,A,2.5,125,$$,Asian Fusion
3956,Lucky Baldwin's Delirium Cafe,99,A,4.0,241,$$,Pubs
3957,Soul Restaurant & Bar,96,A,3.5,288,$$,Barbeque
3958,Randolph's Smoke House,90,A,4.0,66,$$,Barbeque
3960,Sizzling Thai Kitchen,92,A,4.0,367,$,Thai
3961,Tomato Patch,98,A,5.0,272,$,Cafes
3962,"Patrol Masters, Inc.",93,A,1.0,137,NA,Security Services
3963,Lotus Garden Restaurant,92,A,3.5,111,$$,Chinese
3964,Sidewalk Grill,96,A,4.5,815,$$,Mediterranean
3968,71 Above,92,A,4.0,1323,$$$$,American (Traditional)
3970,Raw Junkies,95,A,5.0,89,$$,Vegan
3971,Domino's Pizza,91,A,2.5,57,$$,Pizza
3972,Bob's Country Meats,96,A,4.5,85,$,Meat Shops
3973,The Poke,92,A,4.0,85,$$,Poke
3974,Cozy Cafe,92,A,4.5,220,$,Greek
3975,Warner Grand Theatre,90,A,4.0,75,$$,Performing Arts
3976,Yogurtland,90,A,4.0,56,$,Ice Cream & Frozen Yogurt
3977,Fried Rice Express,94,A,3.5,56,$,Chinese
3978,SKD Tofu House,90,A,4.0,175,$$,Korean
3979,Domino's Pizza,98,A,3.0,79,$,Pizza
3980,Larry's Hamburgers,79,C,3.0,63,$,Burgers
3981,JINYA Ramen Bar,94,A,3.5,472,$$,Ramen
3982,Los Tres Cochinitos Restaurant,93,A,4.5,136,$,Mexican
3983,Fatburger,96,A,3.5,78,$$,Burgers
3984,Pizza Guy,83,B,3.0,74,$,Pizza
3985,Mariscos San Isidro,92,A,3.5,126,$$,Mexican
3986,Natalee Thai,94,A,3.5,1201,$$,Thai
3987,Vintage Cafe,92,A,4.0,243,$$,French
3989,Chipotle Mexican Grill,99,A,2.0,142,$,Mexican
3990,Trattoria Allegria,94,A,4.5,186,$$,Italian
3991,Com Tam Ninh Kieu,97,A,3.5,106,$,Vietnamese
3992,La Salsa,91,A,3.5,73,$,Mexican
3994,Bellflower Diner,98,A,4.0,193,$,Breakfast & Brunch
3995,Veggie Grill,91,A,4.0,303,$$,American (New)
3996,Muddle & Twist,95,A,4.0,133,$,Barbeque
3997,Tommy's Original World Famous Hamburgers,97,A,3.0,76,$,Burgers
3998,Gelatissimo,98,A,4.5,383,$,Desserts
3999,Farmer Boys,97,A,3.0,80,$,Diners
4000,Inka Grill,90,A,3.5,760,$$,Peruvian
4001,Basil Thai Cooking,99,A,3.5,222,$$,Thai
4002,City Club LA,91,A,4.0,101,NA,Social Clubs
4003,Tempo Urban Kitchen,97,A,4.5,3770,$$,Tapas/Small Plates
4007,El Pollo Inka,95,A,4.0,464,$$,Latin American
4008,El Paraiso,94,A,4.5,43,$,Seafood
4009,Sara The Wine Bar,96,A,4.5,338,$$,Wine Bars
4010,Manna Korean BBQ,90,A,3.5,1173,$$,Korean
4011,AV Veterinary Center,98,A,3.5,175,NA,Veterinarians
4012,Saint Honore French Bakery,92,A,3.5,71,$$,Bakeries
4013,Blue Table,98,A,4.5,289,$$,Sandwiches
4014,Street Food Of Seoul,97,A,4.0,187,$,Asian Fusion
4015,Zankou Chicken,97,A,3.5,357,$$,Mediterranean
4016,El Taco Loco,98,A,3.5,123,$,Mexican
4017,LAC + USC Medical Center,96,A,2.5,45,NA,Medical Centers
4018,Rosie Thai Cuisine,85,B,3.5,115,$,Thai
4022,SJ Restaurant,94,A,4.5,57,$,Vietnamese
4023,Pink's,100,A,3.0,58,$,Hot Dogs
4025,Love Chicken And Ribs,97,A,4.0,62,NA,Barbeque
4026,Greenwich Village Pizzeria,94,A,3.0,146,$,Pizza
4028,Lee Esther's Creole and Cajun Cooking,95,A,4.5,594,$$,Cajun/Creole
4029,Cavaretta's Italian Groceries,93,A,4.5,657,$,Grocery
4030,Izakaya & Beer Bar by Ryozanpaku,80,B,3.0,181,$$,Japanese
4031,Toko Rame Indonesian Restaurant,95,A,4.0,248,$$,Indonesian
4033,Menchie's Frozen Yogurt,99,A,4.0,89,$,Ice Cream & Frozen Yogurt
4034,Fuji Grill,95,A,4.0,132,$,Japanese
4035,Spicy City,93,A,3.5,248,$$,Szechuan
4036,Brewport Tap House,96,A,4.5,254,$$,Beer Bar
4037,Cafe Lanka,96,A,4.5,204,$,Indian
4038,Yang San Bak,90,A,4.0,261,$$,Korean
4040,R & J's Southern Home Cooking,83,B,3.0,45,$$,Soul Food
4041,King's Cafe,91,A,4.0,64,$,Coffee & Tea
4042,Umi by Hamasaku,92,A,4.0,169,$$,Japanese
4043,Streets Of India Cafe,85,B,4.0,696,$$,Indian
4044,Westchester Bakery,90,A,4.0,195,$,Bakeries
4046,Bluesalt Fish Grill,92,A,4.5,373,$$,Seafood
4047,Mariscos Nayarit,90,A,3.5,78,$$,Mexican
4048,Seafood Palace,97,A,3.5,63,$$,Seafood
4049,Bluestone Lane,90,A,4.0,44,$$,Coffee & Tea
4050,My Thai,90,A,3.5,186,$$,Thai
4051,Cham Sut Gol Korean BBQ,97,A,4.0,2637,$$,Barbeque
4052,Alex Theatre,94,A,4.0,95,NA,Performing Arts
4053,Mohawk Bend,90,A,4.0,2205,$$,Beer Bar
4055,Hermosa Pie & Cake,97,A,4.5,89,$$$,Bakeries
4056,Canaan Chinese Cuisine,90,A,4.0,321,$$,Chinese
4057,Michelle's Donuts,96,A,4.5,60,$,Donuts
4058,Wienerschnitzel,94,A,3.0,52,$,Hot Dogs
4059,V Wine Room,95,A,4.5,190,$$,Wine Bars
4060,Yogurtland,96,A,3.5,49,$,Ice Cream & Frozen Yogurt
4061,Krazy Korner Restaurant,94,A,4.5,49,$,Juice Bars & Smoothies
4062,Village Pizzeria,97,A,4.0,1351,$$,Pizza
4063,Choko,95,A,4.5,50,$,Waffles
4066,Milk,91,A,4.0,5729,$$,Ice Cream & Frozen Yogurt
4067,Fair Oaks Burger,96,A,4.5,137,$,Burgers
4068,Dos Amigos Gardunos Mexican Restaraunt,97,A,3.5,63,$,Mexican
4069,Pita Bar & Grill,95,A,4.5,730,$$,Mediterranean
4071,Sam's Hofbrau,99,A,3.0,275,$$,Bars
4072,El Cariso Golf Course,93,A,3.5,43,$$,Golf
4074,Francescos Cafe Italia,90,A,3.5,57,$$,Italian
4075,El Jacalito Oaxaqueño,90,A,4.0,145,$,Mexican
4076,Sweet Savory Cafe & Bakery,97,A,4.0,92,$,Sandwiches
4077,The Vine Street Deli,97,A,4.0,134,$$,Coffee & Tea
4078,Kim Hoa Hue Restaurant,97,A,3.5,99,$,Vietnamese
4079,Urban Ramen,92,A,3.5,746,$$,Ramen
4081,Daily Donuts,90,A,4.0,96,$,Donuts
4082,Leaning Tower Pizza & Pasta,82,B,4.5,403,$$,Pizza
4083,Moonlight Rollerway Skating Rink,100,A,3.5,418,NA,Skating Rinks
4084,Kim Chuy Restaurant,91,A,4.0,100,$,Chinese
4085,Los Arcos,94,A,3.5,70,$,Mexican
4086,La Paloma Restaurant,93,A,3.5,410,$$,Mexican
4087,Gold's Gym Downtown Los Angeles,96,A,3.0,733,NA,Gyms
4088,Raffi's Place,96,A,4.5,3678,$$,Middle Eastern
4089,Corner Bakery Cafe,96,A,3.0,281,$,Bakeries
4090,Carnitas Loya Fast Food,93,A,4.0,84,$,Mexican
4092,iPic Theaters,95,A,4.0,766,NA,Cinema
4093,Blue Bottle Coffee,98,A,4.0,49,$$,Coffee & Tea
4094,Blind Barber,94,A,4.0,793,$$,Barbers
4095,Signature Burger,92,A,3.5,164,$$,Burgers
4097,Pho NOHO,94,A,4.0,291,$$,Vietnamese
4099,Chop Stop,99,A,3.5,183,$,Salad
4100,The VI Tea,99,A,4.0,71,$$,Desserts
4101,Dok Luck Thai Food,91,A,4.5,76,$,Thai
4103,Mike's Hamburgers,94,A,3.5,148,$,Burgers
4104,Chinese Fast Food,93,A,3.5,79,$,Chinese
4105,Tacos El Unico,97,A,3.5,125,$,Mexican
4106,Green Zone,83,B,4.0,1682,$$,Asian Fusion
4108,Johnny's Bar,82,B,4.0,259,$,Bars
4109,Ring - Baked Tofu Donuts,93,A,4.5,433,$,Donuts
4111,Highland Park Bowl,93,A,4.0,484,$$,Bowling
4112,El Pollo Loco,97,A,2.0,65,$,Mexican
4113,Donuts USA,90,A,4.5,72,$,Donuts
4114,HaiDiLao Hot Pot,94,A,4.0,790,$$$,Chinese
4117,Bree's Cakes,97,A,4.5,51,$$,Bakeries
4118,Wingstop,99,A,3.0,126,$$,Chicken Wings
4119,Aroma Bakery Cafe,92,A,3.0,834,$$,Bakeries
4122,Avalon Santa Monica on Main,93,A,4.0,45,NA,Apartments
4123,Taqueria Mi Ranchito,91,A,5.0,212,$,Food Trucks
4124,The Baker Bakery & Cafe,96,A,4.0,671,$$,Breakfast & Brunch
4125,Salathai Restaurant,96,A,4.0,211,$,Thai
4126,Butler's Coffee,99,A,4.5,104,$,Coffee & Tea
4128,J K Donuts,97,A,4.5,58,$,Donuts
4129,Happy Duck House,92,A,3.5,133,$$,Chinese
4130,Big Mama's & Papa's Pizzeria,96,A,3.5,114,$$,Pizza
4131,Los Angeles Athletic Club,93,A,4.0,229,$$,Gyms
4132,Cook's Tortas,91,A,4.0,2118,$$,Mexican
4133,Tacos Mexico,91,A,4.0,260,$,Mexican
4134,Sushi Zo,98,A,4.5,236,$$$$,Japanese
4135,The Boy & The Bear,92,A,4.0,360,$$,Coffee Roasteries
4136,Jersey Mike's Subs,92,A,3.0,265,$$,Sandwiches
4137,Bottega Louie,97,A,4.0,15795,$$,Italian
4138,The Cheesecake Factory,97,A,3.0,1086,$$,American (New)
4139,Underdogs,91,A,4.0,181,$$,Sports Bars
4141,Family Fish Market,97,A,4.0,158,$,Seafood Markets
4144,Highland Park Brewery,94,A,4.0,108,$$,Breweries
4145,Chili's,99,A,2.5,224,$$,American (Traditional)
4146,Ameci Pizza & Pasta  - Canyon Country,95,A,4.0,121,$$,Italian
4147,Bäco Mercat,94,A,4.0,2454,$$,Mediterranean
4148,King Poke,99,A,4.5,567,$,Japanese
4149,California Market,91,A,3.5,95,$$,Grocery
4150,Ronin BBQ Teriyaki,92,A,4.5,303,$$,Barbeque
4151,Peacock Donuts,95,A,4.0,49,$,Donuts
4153,Chow King,99,A,2.0,101,$,Filipino
4154,Beaming Organic Superfood Café,96,A,4.5,87,$$,Juice Bars & Smoothies
4155,Izakaya Sushi RAN,90,A,4.0,597,$$,Sushi Bars
4156,Don Jose Mexican Café,93,A,3.5,250,$$,Mexican
4157,Pacific Fish Grill,90,A,3.5,616,$$,Seafood
4158,Orleans & York Deli Carson,94,A,4.0,228,$$,Delis
4160,The Backhouse,92,A,3.5,109,$$,Sushi Bars
4164,El Tarasco Burrito,95,A,3.0,228,$,Mexican
4165,Lighthouse Cafe,91,A,4.0,378,$,Breakfast & Brunch
4166,Yen Sushi & Sake Bar,95,A,4.0,218,$$,Sushi Bars
4168,Barro's Pizza,95,A,3.5,187,$$,Pizza
4169,Dino's Burgers,90,A,3.5,424,$,Burgers
4170,The Kickin' Crab - Los Angeles,90,A,3.5,181,$$,Seafood
4171,Tuk Tuk Thai,92,A,3.5,399,$$,Thai
4173,Big Mama's & Papa's Pizzeria - Burbank,97,A,3.0,375,$$,Pizza
4174,Sushi Ike,96,A,4.0,366,$$$,Sushi Bars
4175,Newport Seafood Restaurant,94,A,4.0,2585,$$,Chinese
4176,All India Cafe - West LA,93,A,4.0,459,$$,Indian
4177,Phuket Thai Restaurant,84,B,3.5,391,$$,Thai
4178,Tamales Guadalajara,91,A,4.0,62,$,Mexican
4179,Tierra Mia Coffee,94,A,4.0,747,$,Coffee & Tea
4180,Firehouse Subs,94,A,4.5,173,$$,Sandwiches
4181,Tinder's Pizza,96,A,4.5,56,NA,Pizza
4183,Woodlands Indian Cuisine,95,A,4.5,233,$$,Indian
4184,Yuchun,91,A,4.5,131,$$,Korean
4185,La Flor De Izote Restaurant,95,A,3.5,85,$,Spanish
4187,Wake & Late,90,A,4.5,249,$,Coffee & Tea
4188,Ms Ruby's Bakery,90,A,4.5,82,$,Bakeries
4189,Sopita,91,A,4.0,137,$,Korean
4190,Panera Bread,94,A,3.0,277,$$,Sandwiches
4191,Submarina California Subs,96,A,3.5,84,$,Sandwiches
4192,Arts District Brewing Company,92,A,4.0,827,$$,American (New)
4193,King Poke,91,A,4.5,567,$,Japanese
4194,The Detour Bistro Bar,95,A,4.0,241,$$,French
4195,Uncle Joe's Donuts,98,A,4.0,93,$,Donuts
4196,Delicias San Pedro,83,B,5.0,155,$,Juice Bars & Smoothies
4197,Blue Bottle Coffee,94,A,4.0,189,$$,Coffee & Tea
4198,Tea Republic,97,A,3.5,349,$,Taiwanese
4199,Tastea,92,A,4.0,984,$,Coffee & Tea
4200,Plan Check Kitchen & Bar,90,A,4.0,1051,$$,Cocktail Bars
4201,Dong Ting Chun,87,B,3.0,165,$$,Chinese
4202,Wanderlust Creamery,94,A,4.5,144,$$,Desserts
4203,Luis' Butcher Shop,92,A,4.0,93,$$,Meat Shops
4205,Yamato Restaurant,97,A,3.0,586,$$,Japanese
4207,Woodland Hills Market,95,A,3.5,131,$$,Grocery
4209,El Puerto Escondido,90,A,3.0,260,$$,Mexican
4211,Four Sea Restaurant,85,B,3.5,389,$,Chinese
4212,El Zarape,95,A,4.0,483,$$,Mexican
4213,Bon Juk,94,A,4.0,374,$$,Korean
4214,Walnut Bakery,92,A,4.0,52,$,Bakeries
4216,BJ's Restaurant & Brewhouse,90,A,3.0,929,$$,Pizza
4217,Koi,91,A,4.0,946,$$$,Japanese
4219,E.B.'s Beer and Wine,97,A,4.0,54,$$,Sports Bars
4221,Olio GCM Wood Fired Pizzeria,97,A,4.0,222,$$,Pizza
4225,Comfort Cafe,97,A,5.0,78,$$,Sandwiches
4226,Medrano's Mexican Restaurant,92,A,3.0,110,$$,Mexican
4227,East Buffet,80,B,3.5,293,$$,Buffets
4228,Yoga Circle Downtown,83,B,5.0,113,NA,Yoga
4230,Carl's Jr,100,A,3.0,48,$,Fast Food
4234,Wingstop,98,A,3.5,74,$$,Chicken Wings
4235,Dickey's Barbecue Pit,95,A,4.0,291,$$,Barbeque
4236,Fugetsu-Do,94,A,4.5,522,$,Candy Stores
4237,Ninong's Pastries & Cafe,90,A,3.5,791,$,Bakeries
4238,Whole Foods Market,96,A,3.0,309,$$$,Grocery
4239,Chocolate Bash,92,A,3.5,139,$$,Coffee & Tea
4241,Din Tai Fung,86,B,4.0,2922,$$,Shanghainese
4244,Alibi East,97,A,3.0,69,$,Gay Bars
4245,Half & Half Tea Express - Monterey Park,96,A,3.5,2595,$,Juice Bars & Smoothies
4246,85°C Bakery Cafe,100,A,4.0,66,$,Coffee & Tea
4248,Press Brothers Juicery,93,A,4.5,175,$$,Juice Bars & Smoothies
4255,White and Brown,91,A,4.5,113,$,Coffee & Tea
4256,Aroma Craft Coffee,94,A,4.5,522,$$,Coffee Roasteries
4257,The Sushi House,96,A,4.0,755,$$,Japanese
4258,88 Beef Noodle,94,A,3.5,129,$,Szechuan
4259,UCLA,100,A,4.5,361,NA,Colleges & Universities
4260,Juice Infusion,92,A,3.0,58,$$,Juice Bars & Smoothies
4261,Sushi Roku,99,A,4.0,1059,$$$,Sushi Bars
4265,Tacos El Gavilan,94,A,4.0,297,$,Breakfast & Brunch
4266,Aharon Coffee & Roasting Co,90,A,4.5,216,$$,Coffee & Tea
4267,Monster Thai,92,A,4.0,586,$,Thai
4268,Sea Salt Poke,94,A,4.5,317,$$,Seafood
4269,Oke Poke,96,A,4.5,174,$,Poke
4270,Alberto's Mexican Food,90,A,2.0,88,$,Mexican
4272,Tokyo Town Sushi,95,A,4.0,316,$$,Japanese
4273,Pressed Juicery,94,A,4.5,166,$$,Juice Bars & Smoothies
4275,McDonald's,98,A,2.0,58,$,Fast Food
4276,Peking Wok,82,B,3.0,45,$,Chinese
4277,Tanner's Coffee,93,A,4.0,240,$,Coffee & Tea
4278,Joe's Falafel,97,A,4.5,1705,$,Mediterranean
4280,Apollonia's Pizzeria,95,A,4.0,338,$$,Pizza
4281,Mrs Winston's Green Grocery,95,A,4.5,119,$$,Sandwiches
4282,El Taco Rico,94,A,4.0,173,$,Mexican
4283,Get Shaved,94,A,4.0,626,$,Ice Cream & Frozen Yogurt
4284,Edy's Burger,95,A,4.0,126,$,Burgers
4285,Pho Show,95,A,3.0,503,$$,Vietnamese
4287,Game Sports Bar Restaurant & Lounge,90,A,3.5,356,$$,Sports Bars
4288,Anarbagh Indian Restaurant,96,A,4.5,479,$$,Indian
4290,Pho & Chinese Foods,91,A,4.5,76,$,Vietnamese
4291,Dough Boy's Donuts,95,A,4.0,45,$,Donuts
4292,Grey & Cash,94,A,4.5,192,$,Breakfast & Brunch
4293,Panda Express,94,A,2.0,49,$,Chinese
4294,Lilit Bakery Cafe,97,A,4.0,532,$,Desserts
4296,Wahoo Chaya,90,A,3.5,126,$$,Japanese
4297,The Flame Broiler,90,A,2.5,90,$,Fast Food
4298,Ami Sushi,92,A,3.5,149,$$,Japanese
4299,Polly's Pies Restaurant,96,A,3.5,283,$$,Bakeries
4301,Southern Girl Desserts,96,A,4.0,330,$$,Bakeries
4303,Pho LTK,92,A,4.0,65,$,Noodles
4304,Embassy Kitchen,91,A,3.5,146,$$,Chinese
4307,Aura's Xquisit Food Xotic Juices,92,A,4.0,410,$,Juice Bars & Smoothies
4309,Lu's Garden Restaurant,85,B,3.5,120,$,Cantonese
4310,Me Gusta Gourmet Tamales,92,A,4.0,192,$,Mexican
4311,Lucille's Smokehouse Bar-B-Que,96,A,3.5,1092,$$,Barbeque
4312,Bobo's Hamburgers,96,A,3.5,71,$,Breakfast & Brunch
4313,Fishbowl Poke Co.,95,A,4.5,367,$$,Poke
4314,Dream Hollywood,94,A,3.0,115,$$$,Hotels
4315,Bottega Louie,97,A,4.0,15795,$$,Italian
4316,The Buffalo Spot,99,A,3.5,60,$$,Chicken Wings
4317,Torrance Memorial Medical Center,91,A,3.5,300,NA,Medical Centers
4318,Rubio's Coastal Grill,94,A,3.5,159,$,Mexican
