,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
1319,重庆特色小面 Chongqing Special Noodles,90,A,4.0,147,$,Noodles
1320,Kim Tar BBQ Restaurant,95,A,3.5,156,$,Chinese
1321,TipTop Restoration,97,A,4.5,53,NA,Damage Restoration
1322,Acai Nation,90,A,3.5,186,$,Desserts
1323,Third Street Wine Shop,100,A,5.0,65,$$,"Beer, Wine & Spirits"
1324,Toppers Pizza Place,99,A,4.0,619,$$,Pizza
1325,Bank of Venice,91,A,4.0,283,$$,American (New)
1326,Las Brisas,96,A,4.0,154,$,Mexican
1327,Burritos Santana,91,A,3.0,162,$,Mexican
1328,Nekter Juice Bar,95,A,4.0,385,$$,Juice Bars & Smoothies
1329,Brooklyn Bar,93,A,4.0,117,$,Sports Bars
1330,Nekter Juice Bar,94,A,3.5,65,$$,Juice Bars & Smoothies
1331,The Thyme Pizzeria,100,A,4.5,201,$$,Pizza
1332,Madcapra,97,A,4.0,219,$$,Falafel
1333,Swirl Soft Serve,97,A,4.0,109,$,Ice Cream & Frozen Yogurt
1334,Venice Room,90,A,4.0,352,$$,Bars
1335,Earl of Sandwich,97,A,3.5,44,$$,Sandwiches
1336,Yellow Fever,95,A,4.0,815,$$,Asian Fusion
1337,El Chile Taqueria,91,A,3.0,92,$,Mexican
1338,Corky's and The Cork Lounge,93,A,3.5,312,$$,American (Traditional)
1339,Diana's Las Playas Restaurant,94,A,3.5,86,$$,Mexican
1340,Blaze Fast-Fire'd Pizza,92,A,3.5,631,$,Salad
1341,Zankou Chicken,97,A,4.0,364,$$,Mediterranean
1342,Birrieria Mexico,94,A,4.0,66,$,Mexican
1343,Trendy Thai,92,A,4.0,72,$,Thai
1344,Quality Seafood,91,A,4.0,1187,$$,Seafood Markets
1345,The Flame Broiler,92,A,2.0,54,$,Fast Food
1346,Puerto Nuevo Coffee & Tacos,98,A,4.0,69,$,American (Traditional)
1347,Poppy + Rose,93,A,4.0,1846,$$,Breakfast & Brunch
1348,It's Boba Time,92,A,3.5,331,$,Juice Bars & Smoothies
1349,Popeyes Louisiana Kitchen,93,A,3.0,81,$,Fast Food
1350,Honeyboba,84,B,3.0,665,$,Coffee & Tea
1351,PizzaRev,96,A,4.0,696,$,Pizza
1352,Barone's Pizzeria,97,A,4.0,260,$$,Pizza
1353,Skybar At Mondrian,98,A,3.5,679,$$$,Lounges
1354,Ami Japanese Restaurant,90,A,3.5,1235,$$,Japanese
1355,Enjoyer,84,B,4.5,167,$,Ice Cream & Frozen Yogurt
1356,Pete's Complete Auto Repair,95,A,5.0,72,NA,Auto Repair
1357,Residence Inn by Marriott Los Angeles L.A. LIVE,94,A,4.0,108,$$$,Hotels
1358,Tai-Kadai Kitchen,96,A,4.0,436,$$,Chinese
1359,The Echo,94,A,3.5,428,$$,Music Venues
1360,Good Wok,90,A,3.5,42,$,Chinese
1361,Kupcake Kitchen,97,A,4.0,133,$,Desserts
1362,Delicias de Mexico,96,A,4.0,58,$,Ice Cream & Frozen Yogurt
1363,Fresh Brothers,95,A,4.0,326,$$,Pizza
1364,Wetzel's Pretzels,99,A,3.0,44,$,Pretzels
1365,Tara's Himalayan Cuisine,90,A,4.0,1035,$$,Himalayan/Nepalese
1366,Ruth's Chris Steak House,95,A,4.0,541,$$$,Steakhouses
1367,Chili's,97,A,3.0,360,$$,American (Traditional)
1368,Upper West,91,A,4.0,1737,$$,American (New)
1369,Noodle Monster,95,A,4.0,511,$$,Thai
1370,Hong Kong Kitchen,92,A,4.0,259,$,Chinese
1371,Taqueria Carnitas Sahuayo,98,A,4.0,107,$,Mexican
1372,Uncle Tony's Pizzeria,96,A,4.0,1106,$$,Italian
1373,Guido's Pizza & Pasta,97,A,4.0,59,$,Pizza
1374,TacoNaco,99,A,3.5,44,$,Mexican
1375,El Torito,96,A,3.5,743,$$,Mexican
1376,Bistro Ka Japanese Restaurant,96,A,3.5,608,$$,Japanese
1377,Rosalind's Ethiopian Restaurant,95,A,4.0,513,$$,Ethiopian
1378,I Heart Boba,97,A,4.0,282,$,Taiwanese
1379,The Carving Board,97,A,4.5,956,$$,Cafes
1380,Hmart,95,A,3.5,63,$$,Grocery
1381,Wingstop,98,A,3.5,52,$$,Chicken Wings
1382,La Goccia Espresso Bar,95,A,4.5,121,$,Coffee & Tea
1383,Pepe's Finest Mexican Food,97,A,3.0,230,$,Mexican
1384,Sandra's Tamales,96,A,4.0,164,$,Mexican
1385,Eggslut,93,A,4.0,5260,$,Breakfast & Brunch
1386,Piccola Trattoria,97,A,4.5,594,$$,Italian
1387,Donut Den,94,A,4.0,135,$,Donuts
1388,Costa Grande,94,A,4.5,775,$,Mexican
1389,DK's Donuts & Bakery,90,A,4.0,1935,$,Donuts
1390,Bob's Freeze,92,A,4.5,50,$,Ice Cream & Frozen Yogurt
1391,SunLife Organics,97,A,3.5,87,$$,Juice Bars & Smoothies
1392,Xen Lounge,90,A,3.0,327,$$,Lounges
1393,85°C Bakery Cafe,92,A,3.5,1522,$,Bakeries
1394,The Buffalo Spot,95,A,3.0,129,$,Chicken Wings
1395,Seasalt Fish Grill,93,A,4.0,1172,$$,Seafood
1396,Gusto,92,A,4.0,485,$$$,Italian
1397,Wahlburgers,92,A,3.5,294,$$,Burgers
1398,Grace Cafe,90,A,4.5,82,$,Sandwiches
1399,Presidente,90,A,2.5,167,$$,Mexican
1400,Chibiscus Asian Cafe,94,A,4.5,1015,$$,Asian Fusion
1401,CarMax,93,A,3.0,387,NA,Used Car Dealers
1402,Osteria Bigoli,92,A,4.5,74,$$$,Italian
1403,North Shore Burgers,95,A,3.5,310,$,Burgers
1404,Power Pro Plumbing Heating & Air,98,A,3.5,61,NA,Plumbing
1405,Mariscos Rosarito,93,A,4.5,106,$,Mexican
1406,Green Tea House,82,B,3.5,275,$,Chinese
1407,Hilton Garden Inn Valencia Six Flags,98,A,3.5,163,$$,Hotels
1408,Badmaash - Downtown LA,91,A,4.0,1537,$$,Indian
1409,sweetgreen,95,A,3.5,55,$$,Vegetarian
1410,S & W Country Diner,96,A,3.5,729,$,Breakfast & Brunch
1411,Zui Xiang Yuan,91,A,4.0,189,$,Szechuan
1412,Anime Jungle/Entertainment Hobby Shop Jungle,98,A,4.0,264,$$,Toy Stores
1413,Aliacci Pizza & Pasta,91,A,4.0,234,$$,Pizza
1414,The Pho Shop,90,A,2.5,176,$,Vietnamese
1415,Tacomiendo,92,A,4.5,52,$,Mexican
1416,The Lobster,94,A,4.0,2061,$$$,Bars
1417,Souplantation,97,A,3.5,455,$$,Vegetarian
1418,McDonald's,95,A,1.5,51,$,Burgers
1419,Chart House,90,A,3.0,399,$$$,Seafood
1420,Octopus Japanese Restaurant,94,A,3.5,1384,$$,Japanese
1421,Spin Lounge,93,A,3.5,166,$$,Lounges
1422,Magal BBQ,95,A,4.5,1411,$$,Korean
1423,Romano's Macaroni Grill,93,A,3.0,478,$$,Italian
1424,Antigua Bread,93,A,4.0,269,$,Bakeries
1425,DeSano Pizza Bakery,96,A,4.5,977,$$,Pizza
1426,Britannia Pub,93,A,3.5,304,$$,Pubs
1427,Dunkin' Donuts,91,A,3.0,416,$,Donuts
1428,Tequilas Cantina & Grill,95,A,3.5,414,$$,Mexican
1429,Ella's Jüs,91,A,4.5,113,$,Juice Bars & Smoothies
1430,Elysee Bakery & Cafe,91,A,3.0,544,$$,Bakeries
1431,Teriyakiya,92,A,4.5,233,$,Japanese
1432,El Ruizeñor Grill,97,A,4.0,192,$,Mexican
1433,Elbows Mac N' Cheese,97,A,3.5,90,$$,American (Traditional)
1434,Dunkin' Donuts,95,A,3.0,242,$,Donuts
1435,Guisados,91,A,4.5,688,$,Mexican
1436,Green Crush,94,A,4.0,61,$,Juice Bars & Smoothies
1437,Honey's Kettle Fried Chicken,94,A,3.5,2616,$$,Southern
1438,Pagliacci's Trattoria Taverna,93,A,4.0,289,$$,Italian
1439,Pacific Dining Car,92,A,3.5,1119,$$$$,Steakhouses
1440,Louis Burgers,97,A,4.0,110,$,Burgers
1441,Babytuna Sushi,90,A,3.0,232,$$,Japanese
1442,Pho Kim,92,A,4.0,179,$,Vietnamese
1443,Shin Beijing,91,A,3.5,237,$$,Chinese
1444,Four Seasons Hotel Los Angeles at Beverly Hills,93,A,4.5,343,$$$$,Hotels
1445,Boom Boom Chicken,96,A,4.5,358,$,Korean
1446,Factory Tea Bar,91,A,4.0,1643,$,Tea Rooms
1447,Tutti Mangia Italian Grill,93,A,4.0,381,$$$,Italian
1448,The Getty Center,99,A,4.5,2947,NA,Art Museums
1449,Metro Ale House & Grill,91,A,4.0,323,$$,American (New)
1450,Moderns Cafe,94,A,4.5,46,$,Juice Bars & Smoothies
1451,Sattdown Jamaican Grill,91,A,4.5,596,$$,Caribbean
1452,Beijing Restaurant,81,B,3.5,137,$$,Chinese
1453,Magee's Donuts,90,A,4.0,45,$,Donuts
1454,El Pollo Loco,96,A,4.0,49,$,Fast Food
1455,So Sushi,92,A,4.5,780,$$,Sushi Bars
1456,Thai Curry,94,A,4.5,145,$,Thai
1457,Planet Pansit,96,A,4.0,97,$,Filipino
1458,The PCS Connection,95,A,5.0,485,$$,Mobile Phones
1459,RockSugar Southeast Asian Kitchen,95,A,4.0,2174,$$,Indonesian
1460,Mercado Taqueria,95,A,4.5,146,$$,Cocktail Bars
1461,Street Churros,96,A,4.0,233,$,Desserts
1462,New Starboard Attitude,81,B,3.5,60,$$,Dive Bars
1463,WaBa Grill,92,A,3.0,83,$,Fast Food
1464,Wokcano Asian Restaurant & Bar,90,A,4.0,367,$$,Chinese
1465,Futaba Japanese Restaurant,94,A,4.0,535,$$,Ramen
1466,33 Taps Silver Lake,94,A,4.5,271,$$,Sports Bars
1467,Tom's Burgers,92,A,4.5,46,$,Burgers
1468,Paleteria Limon,90,A,4.5,71,$,Ice Cream & Frozen Yogurt
1469,Honey Baked Ham Company,97,A,4.0,499,$$,Meat Shops
1470,Sushi Fire,95,A,4.0,174,$$,Japanese
1471,The Coffee Bean & Tea Leaf,92,A,3.0,102,$,Coffee & Tea
1472,Mary's Little House of Coffee,98,A,4.0,55,$,Coffee & Tea
1473,Chef's Coffee Shop,90,A,4.0,111,$,Breakfast & Brunch
1474,Farmer Boys,92,A,3.0,247,$,Burgers
1475,The Pan,90,A,4.0,2450,$$,Pizza
1476,Glazed Donut Bar,98,A,4.5,201,$$,Donuts
1477,Chao Krung Thai,90,A,3.5,276,$$,Thai
1478,Cliff's Texas Style Burritos,95,A,3.5,86,$,Mexican
1479,Chelo Creamery,97,A,4.0,1254,$,Ice Cream & Frozen Yogurt
1480,Rabano,93,A,4.5,503,$$,Vegan
1481,California Pita,93,A,3.0,63,$,Mediterranean
1482,Pacific Theatres Lakewood Center,96,A,2.5,172,NA,Cinema
1483,Tom's Jr,85,B,3.0,106,$,Burgers
1484,Louisiana Fried Chicken,90,A,4.0,86,$,Cajun/Creole
1485,Toto's Lechon Manok,91,A,3.5,101,$,Filipino
1486,Llamarada,96,A,4.5,88,$,Mexican
1487,Ricos Tacos El Tio,96,A,4.0,290,$,Mexican
1488,Block Party,96,A,4.5,319,$$,Bars
1489,Abarca's Taco Pub,100,A,3.5,94,$,Mexican
1490,Yogurtland,97,A,4.5,505,$,Ice Cream & Frozen Yogurt
1491,The Burger Palace,90,A,4.5,44,$,Burgers
1492,Reilly's Pub - Terminal 1 at LAX Airport,96,A,2.5,63,$$,Irish Pub
1493,Mitsuru Cafe,96,A,4.0,771,$,Japanese
1494,Dink's Deli & Bagels,90,A,2.5,170,$,Delis
1495,Waterworks Aquatics Pasadena,97,A,4.5,354,NA,Swimming Lessons/Schools
1496,Java Cafe Taiwanese,83,B,3.5,85,$,Chinese
1497,Whole Foods Market,95,A,3.0,250,$$$,Grocery
1498,The Flats,90,A,4.0,156,$$,Pizza
1499,Natraliart Jamaican Restaurant & Market,90,A,4.0,135,$$,Grocery
1500,Wendy's,98,A,4.0,54,$,Fast Food
1501,Michael's,93,A,3.5,420,$$$,American (New)
1502,Noodle World Jr,93,A,3.0,344,$,Noodles
1503,California Chicken Cafe,95,A,3.5,607,$$,American (New)
1504,Tiato,98,A,3.5,331,$$,Asian Fusion
1505,Robinas Indian Cuisine,93,A,3.5,248,$$,Indian
1506,Royal Room,93,A,3.5,43,$,Karaoke
1507,Dulan's Soul Food Kitchen,93,A,4.0,741,$$,Soul Food
1508,Soom Soom Fresh Mediterranean,90,A,4.0,111,$$,Falafel
1509,Tacos Baja,93,A,4.5,670,$,Seafood
1510,Donut King 2,84,B,3.5,66,$,Donuts
1511,Baja Mar Taco,80,B,4.5,120,$,Mexican
1512,Burbank Bar & Grille,98,A,3.0,524,$$,Sports Bars
1513,Love Letter Pizza & Chicken,83,B,3.5,643,$$,Pizza
1514,Stinkin Crawfish - North Hills,96,A,4.5,223,$$,Cajun/Creole
1515,Lulu's Cafe,95,A,4.5,127,$$,Breakfast & Brunch
1516,Basil Cafe,91,A,3.5,47,$,Cafes
1517,North End Pizzeria,97,A,3.5,221,$$,Italian
1518,Whole Foods Market,97,A,3.0,260,$$$,Grocery
1519,Snap-E Tacos,90,A,3.0,117,$,Mexican
1520,Mo-Mo-Paradise,92,A,4.5,485,$$,Japanese
1521,重庆小面 Best Noodle House,96,A,4.0,112,$,Noodles
1522,Tender Greens,100,A,4.0,285,$$,Salad
1523,Richmond Bar & Grill,90,A,4.0,151,$$,Bars
1524,Continental Kitchen BH,93,A,4.0,65,$$,American (New)
1525,Sand Canyon Country Club,96,A,3.5,189,NA,Golf
1526,Javatinis Espresso,96,A,4.0,285,$,Coffee & Tea
1527,Long Beach City College,98,A,3.0,94,NA,Colleges & Universities
1528,Belly's West,93,A,3.5,49,$,Dive Bars
1529,Pink's Hot Dogs,93,A,3.5,6826,$,Hot Dogs
1530,KC's Crepes Cafe,95,A,4.0,722,$,Coffee & Tea
1531,Don Sal Cocina & Cantina,91,A,4.0,135,$$,Mexican
1532,Red Salmon,91,A,4.0,363,$$,Japanese
1533,Marino's Italian Restaurant,96,A,4.0,230,$$,Italian
1534,Rustic Kitchen Market & Cafe,98,A,4.0,306,$$,Cafes
1535,Newport Seafood Restaurant,91,A,4.0,2585,$$,Chinese
1536,Gene's Grinders,94,A,3.5,71,$,Fast Food
1537,House of Billiards,96,A,3.5,228,$$,Pool Halls
1538,Mamma's Juicery,92,A,4.5,75,$,Juice Bars & Smoothies
1539,Delicious Southern Cuisine,80,B,3.5,146,$$,Cajun/Creole
1540,Omanas,90,A,4.5,93,$,Mexican
1541,Cerritos Center for the Performing Arts,98,A,4.5,116,NA,Performing Arts
1542,Hy Mart Sandwiches,92,A,4.5,825,$,Sandwiches
1543,MidiCi The Neapolitan Pizza Company,93,A,4.0,74,NA,Pizza
1544,Sushi Sazanami,96,A,4.5,121,$$,Japanese
1545,Tacos DF,91,A,4.0,145,$,Mexican
1546,Marmalade Cafe - Santa Monica,97,A,4.0,315,$$,Breakfast & Brunch
1547,La Brea Ramen Bar,91,A,4.0,359,$$,Ramen
1548,Checkers Downtown,98,A,3.5,129,$$,Bars
1549,Caffe Montage,92,A,5.0,127,$,Coffee & Tea
1550,Casa Jimenez,96,A,3.5,44,$,Mexican
1551,Zaatar Factory and bakery,98,A,4.5,98,$,Middle Eastern
1552,Mariscos Linda 4,90,A,4.5,61,$$,Seafood
1553,Tacos El Tapatio,94,A,4.0,152,$,Mexican
1554,Giorgio's Restaurant,95,A,4.5,95,$$,Italian
1555,Red Iron Mongolian BBQ,90,A,4.0,53,$,Barbeque
1556,Rawberri,93,A,4.0,219,$$,Juice Bars & Smoothies
1557,Lee's Sandwiches,91,A,3.0,163,$,Sandwiches
1558,George's Burgers,96,A,3.5,314,$,Burgers
1559,Downtown Kabob,94,A,3.0,46,$,Middle Eastern
1560,City Club LA,96,A,4.0,101,NA,Social Clubs
1561,Slusheeland,94,A,4.5,311,$,Ice Cream & Frozen Yogurt
1562,Nighthawk: Breakfast Bar,90,A,4.5,602,$$,Bars
1563,Master Burger,92,A,3.5,96,$,Burgers
1564,3rd Street Coffee,97,A,4.0,204,$,Coffee & Tea
1565,Kaldi Coffee and Tea,94,A,3.0,251,$,Coffee & Tea
1566,Western Doma Noodles,97,A,4.0,526,$,Korean
1567,BionicLand,97,A,4.0,229,$,Juice Bars & Smoothies
1568,New Flavors,90,A,3.5,208,$,Hawaiian
1569,Everson Royce Bar,95,A,4.5,644,$$,Bars
1570,Top Thai Cuisine,91,A,4.0,287,$$,Thai
1571,Dinosaur Coffee,96,A,4.0,480,$$,Coffee & Tea
1572,Malibu Burger Co,90,A,3.5,127,$$,Burgers
1573,Dialogue,96,A,4.5,75,$$$$,American (New)
1574,La Ranita Michoacana,90,A,4.0,54,$,Mexican
1575,Coach's Bar & Grill,90,A,4.5,62,$,Sports Bars
1576,El Pueblo Restaurant,97,A,4.0,61,$,Mexican
1577,Carnitas Michoacan,95,A,4.0,1135,$,Mexican
1578,SUGARFISH by sushi nozawa,97,A,4.0,547,$$$,Japanese
1579,Coffee Bean & Tea Leaf,96,A,4.0,147,$,Coffee & Tea
1580,Lu & Pe Mexican Restaurant & Catering,96,A,4.5,168,$,Mexican
1581,Gindi Thai,93,A,4.0,515,$$,Thai
1582,Peppe's Pollo,91,A,4.0,68,$,Colombian
1583,McDonald's,90,A,2.0,77,NA,Fast Food
1584,The Legendary Restaurant,85,B,4.0,157,$$,Szechuan
1585,El Jacal,97,A,4.0,108,$$,Mexican
1586,Black Rabbit Rose,96,A,4.0,216,$$,Cocktail Bars
1587,CUP'S,90,A,4.5,49,$,Korean
1588,Embassy Suites by Hilton Arcadia - Pasadena Area,99,A,3.0,190,$$,Hotels
1589,Rebel Yell Bar & Steakhouse,95,A,4.5,118,$$,Steakhouses
1590,Paris Baguette,91,A,4.0,196,$,Bakeries
1591,Cupid's Hot Dogs,97,A,3.0,48,$,Hot Dogs
1592,Im Aroi Thai Cuisine,91,A,4.0,87,$$,Thai
1593,Boston Cream Donut,93,A,4.0,52,$,Donuts
1594,Island Eats Hale Aina,91,A,4.0,344,$,Hawaiian
1595,Ni Ni Bakery,90,A,3.5,67,$,Desserts
1596,Pondahan Restaurant,92,A,4.0,502,$$,Filipino
1597,Jade Wok,90,A,4.0,143,$,Chinese
1598,Frida Mexican Cuisine,97,A,2.5,278,$$,Mexican
1599,Valerio's Tropical Bake Shop,96,A,3.5,85,$,Bakeries
1600,Phlight,90,A,4.0,649,$$,Tapas Bars
1601,Mastro's Ocean Club,91,A,4.0,1182,$$$$,Seafood
1602,Scooter's Jungle - El Segundo,96,A,4.5,257,NA,Venues & Event Spaces
1603,Ohana BBQ,93,A,4.5,327,$$,Barbeque
1604,Belasco Theater,93,A,2.5,896,$$,Performing Arts
1605,Tokyo Central & Main,93,A,4.0,111,$$,International Grocery
1606,Flame Broiler,94,A,4.0,70,$,Asian Fusion
1607,ABC Donuts,97,A,4.5,75,$,Donuts
1608,Pomona Fish Market,96,A,4.0,220,$,Seafood
1609,Sun Hai Inn,94,A,4.0,118,$,Chinese
1610,Pollo Campero,97,A,2.5,81,$,Latin American
1611,Rancho Grande,95,A,4.5,218,$,Mexican
1612,India Sweet House,98,A,4.0,193,$,Indian
1613,El Caporal,94,A,4.5,134,$$,Mexican
1614,Bake Code,94,A,3.5,233,$,Bakeries
1615,Pet Food Express,98,A,5.0,106,NA,Pet Stores
1616,Lasik Eye Center,94,A,4.5,430,NA,Optometrists
1617,El Tepeyac Cafe,96,A,4.0,2054,$$,Mexican
1618,The Coffee Bean & Tea Leaf,95,A,4.0,114,$,Coffee & Tea
1619,8oz Poke,91,A,4.5,644,$$,Hawaiian
1620,Cafe Jack,90,A,3.0,184,$$,Asian Fusion
1621,El Pueblo Restaurant,90,A,4.5,115,$,Mexican
1622,Zankou Chicken,98,A,4.0,348,$$,Armenian
1623,Chicken Day,93,A,3.5,268,$$,Chicken Wings
1624,Yogurtland,96,A,4.0,72,$,Ice Cream & Frozen Yogurt
1625,Ike's Love & Sandwiches,96,A,4.0,100,$$,Sandwiches
1626,Cho Dang Tofu,93,A,4.0,638,$$,Korean
1627,El Cochinito Restaurant,90,A,4.0,640,$$,Cuban
1628,Percolate,100,A,4.5,243,$,Tea Rooms
1629,Dough Box Pizza & Bread,92,A,4.5,353,$$,Pizza
1630,Acs Security Industries,94,A,3.5,120,NA,Security Systems
1631,Mick's Sub Shop,94,A,4.5,92,$,Sandwiches
1632,Red 9,95,A,4.0,62,$$,Vietnamese
1633,Yxta Cocina Mexicana,92,A,4.0,979,$$,Mexican
1634,Aikoi Poke Burrito & Grill,80,B,4.0,128,$$,Poke
1635,Phoenix Food Boutique,93,A,3.5,302,$,Chinese
1636,Kura Revolving Sushi Bar,90,A,3.5,784,$$,Sushi Bars
1637,P.F. Chang's,91,A,3.5,602,$$,Chinese
1638,TeaPop,96,A,4.0,522,$,Art Galleries
1639,Good China,93,A,3.5,46,$,Chinese
1640,Kali Restaurant,95,A,4.5,410,$$$,American (New)
1641,Chronic Tacos,99,A,3.5,77,$,Mexican
1642,Rubio's Coastal Grill,96,A,3.5,144,$,Mexican
1643,The Gaslite,93,A,3.0,321,$$,Karaoke
1644,Rancheritas Mexican Grill,90,A,4.0,116,$,Mexican
1645,Robeks Juice,98,A,4.0,122,$,Juice Bars & Smoothies
1646,Bellaire Banquet Hall,98,A,3.5,44,NA,Venues & Event Spaces
1647,London Gastropub,90,A,3.0,441,$$,Gastropubs
1648,Royalty Juice Bar & Cafe,98,A,4.5,264,$$,Juice Bars & Smoothies
1649,Uovo,95,A,4.0,589,$$,Noodles
1650,Kai Ramen,94,A,4.5,588,$$,Ramen
1651,Jim's Burgers,94,A,4.0,129,$,Burgers
1652,Grannys Yogurt,90,A,4.5,112,$,Ice Cream & Frozen Yogurt
1653,Candle Light Bakery,99,A,3.5,49,$$,Bakeries
1654,Caffe Luxxe,95,A,4.5,78,$$,Coffee & Tea
1655,Old Place Restaurant,95,A,4.5,896,$$,American (Traditional)
1656,Clementine,94,A,4.0,971,$$,Bakeries
1657,Jerry's Pizza,90,A,4.0,204,$,Pizza
1658,Caffé bene,99,A,3.0,258,$,Cafes
1659,Blosom Bento,90,A,3.5,44,$,Japanese
1660,New Moon,98,A,4.0,638,$$,Chinese
1661,Leonor's Vegetarian Mexican Restaurant,96,A,4.0,445,$,Mexican
1662,Fiesta Feast,97,A,4.0,91,$,Mexican
1663,The Hamburger Hamlet,93,A,3.5,397,$$,Burgers
1664,Big Time Burgers,99,A,4.0,72,$,Burgers
1665,Pa Ord Zapp Ver,90,A,3.5,63,$$,Thai
1666,The Grilled Cheese Factory,97,A,3.5,149,$,American (New)
1667,Tokyo Fast Food,97,A,4.0,225,$,Japanese
1668,Terroni,93,A,3.5,1072,$$,Italian
1669,Carl's Jr.,97,A,1.5,49,$,Fast Food
1670,Orange Tree Cafe,93,A,4.0,120,$,Juice Bars & Smoothies
1671,Artisan Cheese Gallery,92,A,4.0,648,$$,Cheese Shops
1672,Harbour Japanese Restaurant,95,A,4.0,498,$$,Japanese
1673,La Canada Flintridge Country Club,96,A,4.5,121,NA,Country Clubs
1674,Shangri-La Hotel,92,A,2.5,397,$$$,Hotels
1675,The Green Leaf Thai Cuisine,99,A,4.5,451,$$,Thai
1676,Un Mundo De Sabor #3,93,A,4.0,45,$,Juice Bars & Smoothies
1677,Canyon City Barbeque,97,A,4.0,579,$$,Barbeque
1678,Second Story Restaurant,93,A,4.0,277,$$,American (New)
1679,Mi Tierra Restaurant,92,A,4.0,52,$,Mexican
1680,Blue Moon Lounge,97,A,4.0,80,$,Lounges
1681,Katsuya Hollywood,97,A,3.5,1764,$$$,Japanese
1682,Chris's Hamburgers,96,A,4.5,78,$,American (Traditional)
1683,Luizon Mariscos y Sushi,90,A,3.5,66,$$,Seafood
1684,Q&Q Hawaiian BBQ,97,A,4.0,230,$,Hawaiian
1685,Moun Of Tunis Restaurant,97,A,4.0,238,$$,Moroccan
1686,D J Bibingkahan,90,A,2.5,91,$,Filipino
1687,Nordstrom,94,A,4.0,48,$$$,Men's Clothing
1688,BAR Ama,92,A,4.0,1103,$$,Tex-Mex
1689,Togo's Eatery,95,A,3.5,45,$,Sandwiches
1690,Nha Trang Noodle House,85,B,4.0,319,$,Vietnamese
1691,Applebee's Grill + Bar,96,A,3.0,148,$$,American (Traditional)
1692,JJ's Sandwich Shop,92,A,4.5,194,$,Sandwiches
1693,Robbie Mac's Pizza,94,A,3.5,142,$$,Pizza
1694,Public School 213,93,A,3.5,703,$$,Bars
1695,Blue Star Donuts,95,A,3.5,163,$$,Donuts
1696,Pacific Theatres Glendale 18,94,A,3.0,561,NA,Cinema
1697,Chin Chin,91,A,3.0,374,$$,Chinese
1698,Joan & Sisters Restaurant,94,A,4.0,57,$$,Caribbean
1699,Mediterranean Triangle,93,A,4.0,163,$,Mediterranean
1700,Vegan House Thai Bistro,98,A,4.0,89,$$,Thai
1701,Maui Chicken & Poke,92,A,3.5,211,$,Hawaiian
1702,Pizza Hut,94,A,2.5,56,NA,Pizza
1703,Cyber Yogurt,98,A,4.5,127,$,Ice Cream & Frozen Yogurt
1704,Matsumoto,95,A,4.5,78,$$$$,Sushi Bars
1705,Meizhou Dongpo Restaurant,90,A,3.0,646,$$$,Szechuan
1706,The Gallery Restaurant,92,A,4.0,293,$$$,Seafood
1707,Taqueria El Tapatio,94,A,4.0,297,$,Mexican
1708,Qin West Noodle,85,B,3.5,55,NA,Chinese
1709,Ben & Jerry's,96,A,3.5,44,$,Ice Cream & Frozen Yogurt
1710,Le Pain Quotidien,98,A,3.5,202,$$,Coffee & Tea
1711,Oni Hot Pot,95,A,4.5,70,NA,Taiwanese
1712,Bowl Thai,90,A,4.5,835,$$,Thai
1713,Divina Cucina,94,A,4.0,342,$$,Italian
1714,Donut Queen,96,A,4.5,45,$,Bakeries
1715,Andante Coffee Roasters,80,B,4.5,73,$$,Coffee Roasteries
1716,Johnny's Shrimp Boat,94,A,3.5,47,$,Seafood
1717,My Home Chinese Restaurant,91,A,4.0,207,$,Chinese
1718,El Espino Restaurant,97,A,3.0,46,$,Salvadoran
1719,Victoria's Tacos & Grill,91,A,4.0,463,$,Breakfast & Brunch
1720,Fabio's Pizza & Italian Restaurant,90,A,4.0,66,$,Pizza
1721,Franklin Canyon Park,100,A,3.5,251,NA,Parks
1722,Banana Bay Restaurant,90,A,3.5,2631,$$,Thai
1723,Page 71 Lounge,92,A,3.0,304,$$,Lounges
1724,Pita Hut,96,A,4.5,64,$$,Mediterranean
1725,Weiler's West Hills Deli,93,A,3.5,158,$$,Delis
1726,Rosemead Park,99,A,4.0,70,NA,Parks
1727,Nagila Kosher Pizza & Salads,94,A,3.5,186,$$,Pizza
1728,Raspado Xpress,93,A,3.0,71,$,Mexican
1729,BJ's Restaurant & Brewhouse,94,A,2.5,636,$$,American (New)
1730,Pete's Burger,94,A,3.5,120,$,Burgers
1731,Plan B,92,A,3.5,59,$$,Adult Entertainment
1732,The T Room,96,A,4.5,302,$$,Tea Rooms
1733,Nonna's Empanadas,91,A,4.0,824,$,Empanadas
1734,Eagle Russian and Armenian Cuisine,96,A,4.5,160,$$,Mediterranean
1735,Sheraton Agoura Hills Hotel,95,A,3.0,183,$$,Hotels
1736,Rockies Frozen Yogurt,99,A,4.5,159,$,Ice Cream & Frozen Yogurt
1737,Three Flames Mongolian Bar-B-Q,95,A,3.5,174,$$,Barbeque
1738,Bangla Bazar & Restaurant,92,A,3.5,52,$,Bangladeshi
1739,Jongewaard's Bake n Broil,95,A,4.0,2020,$$,American (Traditional)
1740,Klatch Coffee,95,A,4.5,89,$$,Coffee & Tea
1741,Mariscos Jalisco,92,A,4.5,698,$,Mexican
1742,Cleo,91,A,4.0,1677,$$$,Mediterranean
