Restaurant_Name,Rating,Review_Count,Price,Score,Grade
Zayna Flaming Grill,4.5,1028,$$,90,B
Halo Top Ice Cream Scoop Shop,3.5,72,$,94,A
Marisco's Miramar,4.0,73,$,92,A
EightyTwo,4.0,1348,$$,95,A
Lucifers Pizza,4.0,463,$$,97,A
El Grullense,4.5,82,$,90,B
House of Benny,4.0,253,$$,91,A
Gordon Biersch Brewing,2.5,55,$$,90,B
Sprouts Farmers Market,3.5,477,$$,99,A
Bluegold,4.0,635,$$$,90,B
Armon's Restaurant,4.0,301,$,95,A
Soap Plant Wacko,4.5,617,$$,98,A
Oi Asian Fusion,4.5,963,$,98,A
Coolest Boba & Shave Ice,5.0,72,$,99,A
Bento Box,3.0,48,$$,95,A
323 Bistro,3.5,39,$$,94,A
Benihana,3.0,750,$$$,95,A
Red Lion Tavern,4.0,1565,$$,93,A
Golden Soup Restaurant,3.0,257,$$,95,A
Papa John's Pizza,2.0,53,$$,95,A
Chiba Restaurant,4.5,434,$$,95,A
Grannys Yogurt,4.5,112,$,90,B
Chester Washington Golf Course,3.0,45,na,94,A
Ubon Thai Kitchen,4.0,345,$,91,A
Point The Way Café,2.5,60,$$,90,B
Hot N Sweet Chicken,4.0,573,$$,97,A
Hue Thai Sandwiches and Noodles,3.5,52,$,95,A
Stafford + Mathis Kitchen,3.5,42,$$,95,A
New England Fish & Chips & Chinese Food,3.5,163,$,85,B
Jersey Mike's Subs,4.5,92,$$,97,A
SACHI.LA,4.5,60,na,98,A
85°C Bakery Cafe,3.5,232,$,90,B
Meet Tea,4.0,623,$,91,A
Sushi Tsujita,4.0,274,$$$$,90,B
Oak Creek Golf Club,3.5,180,na,95,A
Phoenix Bakery,4.0,502,$,95,A
Lavender Blue,4.0,57,$,90,B
Marco Polo Pizza,4.0,148,$,93,A
Nekter Juice Bar,3.5,66,$$,94,A
Aladdin's Coffee Shop,4.5,124,$,97,A
Dan Tana's,3.5,764,$$$,93,A
Wexler's Deli,3.5,246,$$,96,A
Sharky's Woodfired Mexican Grill,4.0,209,$$,97,A
Saffron Spot,4.0,298,$,96,A
Raspados Don Manuel,4.5,79,$,96,A
Danielle's Wood Fired Pizza,4.5,632,$$,95,A
Grand Central Market,4.0,2226,$$,98,A
Fish Time,4.0,849,$$,91,A
Broth Shabu-Shabu,4.0,904,$$,90,B
Los Chiles Mexican Restaurant,3.5,43,$,95,A
Ballard's Artwork Framing,5.0,96,$$,94,A
Grand Foods Market,4.5,67,$$,95,A
Earthen Restaurant,4.0,851,$$,91,A
Poki Blast,4.0,144,$,94,A
Sports Harbour,3.5,191,$,90,B
Yoshinoya - Lankershim,2.5,44,$,97,A
Here's Looking At You,4.0,363,$$$,98,A
Mon Petit Poulet,4.5,191,$$,99,A
E.A.K. Ramen,4.0,267,$$,90,B
Tacos Michoacan,4.0,40,$,96,A
R & J's Southern Home Cooking,3.0,45,$$,83,B
Bay Poke,4.5,127,$$,96,A
Miyabi Sushi Restaurant,3.5,51,$$,90,B
Mercado Buenos Aires,4.0,251,$$,94,A
Speedy Joe's,4.0,92,$$,97,A
The Lorenzo,3.0,533,na,95,A
Cozy Tea & Juice,4.0,203,$,93,A
Dream Palace Banquet Hall,5.0,133,na,95,A
Diamond Bakery,3.0,149,$,91,A
Papa John's Pizza,2.0,87,$$,96,A
Pizza Man,4.5,150,$$,94,A
Tempo Urban Kitchen,4.5,3755,$$,94,A
Jersey Mike's Subs,3.5,166,$,90,B
McDonald's,1.5,83,$,98,A
Polka Polish Restaurant,4.0,738,$$,93,A
Hambone's BBQ and Po'Boy Sandwiches,4.0,965,$$,90,B
Pace Joint,4.0,84,$$,94,A
Hop Woo BBQ & Seafood Restaurant - LA,2.5,449,$$,84,B
Pho Hana Restaurant,3.5,346,$,93,A
Earth Organic Juice Bar,4.5,61,$$,84,B
Brennan's,4.0,103,$$,90,B
Togo’s Sandwiches,3.5,55,$,74,C
Superba Food + Bread,3.5,316,$$,90,B
Chicken Maison,4.5,80,$$,93,A
Dumpling House,3.5,583,$,90,B
Chatime,4.0,331,$,96,A
Library Bar,4.0,472,$$$,96,A
Culichi Town,3.0,325,$$,94,A
Natas Pastries,4.0,774,$$,90,B
Paul Martin's American Grill,3.5,1020,$$,91,A
Mimo's Cafe,4.0,247,$,91,A
Hilton Los Angeles/Universal City,3.5,655,$$$,98,A
Oliver's Prime Steakhouse,4.0,198,$$$$,96,A
Chipotle Mexican Grill,2.5,100,$,93,A
Yogurtland,3.5,53,$,100,A
Mix Bowl Cafe,3.0,886,$,91,A
Zpizza,3.5,199,$,91,A
The Barkley Restaurant & Bar,3.5,224,$$,91,A
Chengdu Noodle House,4.0,81,$,80,C
Sul & Beans,4.0,1174,$$,94,A
Tommy Taco,3.5,271,$,90,B
Boba Loca Fresh Tea & Juice,4.0,172,$,90,B
Shakalaka,3.5,98,$$,82,B
The OffBeat Bar,4.0,125,$$,92,A
Quality of Bombay,4.5,100,$$,90,B
El Carrusel Bakery,4.0,51,$,94,A
Sunnin Lebanese Cuisine,4.0,261,$$,90,B
bld,2.5,56,$$,94,A
Popeyes Louisiana Kitchen,1.5,75,$$,94,A
Casa Martin Mexican Restaurant,4.0,692,$$,91,A
Dal Rae Restaurant,4.0,1015,$$$,95,A
Bistro Beaux,4.0,141,$$,90,B
ChiMac Star,4.0,154,$$,86,B
Tony's Deli,4.0,161,$,95,A
Cafe Culture,4.0,96,$,91,A
Little Ocha Extra,4.0,153,$,94,A
The Urban Oven,4.5,76,$$,97,A
Sprinkles Cupcakes,4.0,3092,$$,98,A
Sprouts Farmers Market,4.0,212,$$,95,A
BBQ Unlimited Chinese Cuisine Restaurant,3.5,127,$$,90,B
Pho 24,4.0,543,$,90,B
Subway,2.5,56,$,97,A
JJ Bakery,3.5,199,$,93,A
El Taco Llama,4.0,70,$,96,A
Twinkle Brown Sugar,4.0,1142,$,97,A
Round Table Pizza,3.0,96,$$,92,A
Hae Jang Chon Korean BBQ Restaurant,4.0,4373,$$,90,B
The Shawarma Factory,4.0,93,$$,90,B
Teriyaki Sushi House,4.0,96,$,92,A
Eduardo's Border Grill,4.0,377,$,91,A
The Thirsty Club,4.0,71,$,95,A
Pizza Time,3.5,76,$$,90,B
My Taco,3.5,611,$,94,A
Guisados,4.5,2277,$,96,A
Don Chato,4.5,104,$$,94,A
Thai Bamboo Cuisine,3.5,158,$,90,B
Brother's Burgers,4.0,122,$,97,A
Mimi's Cafe,3.0,406,$$,96,A
Ojai Valley Inn,4.0,623,$$$,95,A
Jamba Juice,3.5,97,$,98,A
Honeyboba,3.5,343,$,82,B
A-Frame,3.5,1900,$$,90,B
Kotosh,4.0,710,$$,90,B
Gindaco,4.0,68,$,90,B
Tacomiendo,4.0,440,$,91,A
BCD Tofu House,4.0,3440,$$,95,A
Wingstop,3.0,97,$$,95,A
Go Get Em Tiger,4.0,608,$$,91,A
Happy Kitchen,3.5,139,$,99,A
Gold's Gym Downtown Los Angeles,3.0,729,na,96,A
Fresco II,3.5,402,$$,90,B
Tea Bar Starry,3.5,586,$,80,C
Soban,3.5,273,$$,91,A
Mofongos,4.0,804,$$,97,A
Eat Naked.LA,4.0,54,$,95,A
Las Islas Marias,3.5,62,$$,90,B
Jimmy John's,3.0,73,$$,99,A
Lomita's Best,4.0,242,$,90,B
The Roger Room,4.0,494,$$,91,A
Fatburger,3.5,109,$,95,A
Mi Corazon,4.0,390,$$,92,A
Eatgud Cafe,4.5,69,$,96,A
Frida Mexican Cusine,3.5,571,$$,90,B
Sushiko,4.0,201,$$,91,A
Mondrian Los Angeles,3.5,430,$$$,93,A
Donuts USA,4.5,72,$,94,A
Descanso Beach Club,4.0,611,$$,87,B
Chicken Now,3.5,144,$,91,A
El Taco Loco No 3,4.0,250,$,90,B
Crave Dessert Company,5.0,92,$$,97,A
Tamayo Restaurant,4.0,224,$$,95,A
O'Green Cafe,3.5,193,$$,93,A
Kingchops,3.5,171,$,93,A
Melody Lounge,4.0,186,$$,96,A
L & L Hawaiian BBQ,3.0,150,$,93,A
The Flame Broiler,2.0,54,$,92,A
Ford's Filling Station,3.5,235,$$,90,B
Nighthawk: Breakfast Bar,4.5,600,$$,90,B
Raspados Zone,4.5,54,$,99,A
La Poubelle Bistro,3.5,503,$$,91,A
Sushi for You,4.0,345,$,93,A
Oasis Pupuseria,3.0,204,$,91,A
Kashira Japanese Restaurant,4.0,319,$$,90,B
Yogurtland,4.0,83,$,99,A
Truxton's American Bistro,4.0,539,$$,94,A
Salata,3.5,48,$$,98,A
No Toro Cafe,4.5,529,$$,98,A
BJ's Restaurant & Brewhouse,3.0,587,$$,96,A
El Pollo Loco,1.5,112,$,90,B
Clutch,4.0,380,$$,90,B
Kunchorn Thai Food,3.5,47,$,91,A
Taco Boy,3.5,46,$,99,A
Ken's Ice Cream Parlor,4.5,44,$,98,A
El Criollo,4.0,251,$$,96,A
Olives Mediterranean Cafe- Palmdale,4.5,64,$$,99,A
8oz Poke,4.5,645,$$,91,A
Urth Caffé- Melrose,4.0,2614,$$,92,A
Curry India Bistro,4.5,700,$$,97,A
Makani,4.5,101,$$,92,A
Golden Indian Grill and Pizza,4.0,122,$,90,B
Teriyaki Me!,4.5,521,$,96,A
Royal Donuts,4.0,81,$,92,A
Snow White Cafe,3.5,176,$,95,A
Sub Machine,4.0,104,$,97,A
El Tarasco Mexican Food,3.5,210,$,91,A
Mifune,3.0,119,$,80,C
r.e.d. Bar Grill,4.0,102,$$,95,A
Craft Beer Cellar Eagle Rock,4.5,142,$$,98,A
New Pizza 8,3.5,42,$$,92,A
Paradise Bowls,4.0,173,$,96,A
Yum Yum Donuts,3.5,44,$,94,A
The Spot Cafe & Lounge,4.0,180,$,91,A
Brack Shop Tavern,4.0,117,$$,95,A
Hon Sushi,4.0,448,$$,91,A
Lamajoon Shish Kabob,2.5,131,$,94,A
Rizzo's Pizzeria,3.5,249,$$,90,B
Don Francisco's Coffee Casa Cubana,4.5,306,$,95,A
Cabo Cantina,2.5,676,$$,92,A
El Gallo Bakery,4.5,193,$,93,A
Pasta Sisters - Culver City,4.0,522,$$,94,A
D J Bibingkahan,2.5,91,$,85,B
TreeHouse Thai,4.0,228,$$,91,A
Churroholic,4.0,158,$$,93,A
Guelaguetza Restaurante,4.0,1795,$$,92,A
Gogobop Korean Rice Bar,4.5,227,$,91,A
Pita Café,4.0,99,$$,94,A
Black Angus Steakhouse,4.0,210,$$,98,A
Coral Fish Poke Shop,4.5,172,$$,90,B
Chris's Hamburgers,4.5,78,$,96,A
Mono Poke,4.0,251,$,95,A
Carrera Cafe,4.0,258,$$,93,A
Salata,4.0,395,$$,95,A
Pollo Campero Restaurant,2.5,40,$,97,A
Smoky Doky Barbecue,4.5,110,$$,96,A
Butler's Coffee,4.5,103,$,99,A
Mike & Anne's Restaurant,3.5,944,$$,90,B
Los Chilaquiles Mexican Grill,4.0,131,$,96,A
Glowing Juices,5.0,99,$$,95,A
IL Bambino Restaurant,5.0,87,$$,94,A
Santa Anita Park,4.0,552,na,100,A
Yuca's,4.0,739,$,96,A
Teriyakiya,4.5,233,$,92,A
Northern Cafe,4.0,102,$$,92,A
Charlies Trio Cafe,3.5,480,$$,92,A
WaBa Grill,3.0,51,$,92,A
Bricks & Scones,4.0,1272,$$,99,A
Trump National Golf Club Restaurant,4.0,282,$$$$,90,B
Uno Tea House,4.5,86,$,95,A
Becker's Bakery,4.0,272,$,98,A
Mesa,3.5,1444,$$,95,A
Brewport Tap House,4.5,254,$$,96,A
Firehouse Restaurant,4.0,746,$$,99,A
Barone's Pizza,3.0,124,$$,90,B
Tramonto Bistro,4.5,125,$$,95,A
Simply Pho,4.0,369,$,93,A
Pita Pockets,4.5,856,$,97,A
Chinese Taste Fast Food,3.0,49,$,96,A
Mort's Delicatessen & Restaurant,3.5,172,$$,92,A
Rolling Wok,4.0,120,$,90,B
Hyatt Place Los Angeles/LAX/El Segundo,3.5,131,$$,94,A
Hollywood Farmers' Market,4.5,579,$$,90,B
Ostioneria Colima,3.0,206,$$,90,B
The Beirut Mix,4.0,474,$$,96,A
Hummus Yummy,4.5,48,$$,96,A
Ruam Mitr,4.5,166,$$,92,A
Steve's Steakhouse,4.0,875,$$$,82,B
Yang's Restaurant,4.0,115,$$,91,A
Momo Bistro,3.0,63,$,94,A
Sweet Rose Creamery,4.0,381,$$,95,A
Saddle Ranch Chop House,3.5,1719,$$,94,A
Boom Boom Chicken,4.5,358,$,96,A
Calle Tacos,4.0,687,$,91,A
Nordstrom Del Amo Fashion Center,3.0,144,$$$,90,B
Eat'n Park Restaurant,4.0,516,$,96,A
La Doña Tamalería,4.0,104,$,90,B
Boba Ya,3.5,148,$,95,A
Gangadin Indian,4.0,492,$$,91,A
J Trani's Ristorante,4.5,318,$$,94,A
Coffee Commissary,4.0,664,$$,82,B
Sakae Sushi,4.5,439,$,98,A
Orto Santa Monica,4.5,89,$$$,96,A
The Coffee Bean & Tea Leaf,3.5,79,$,97,A
Dagwoods,4.0,405,$,96,A
Wood Ranch BBQ & Grill,4.0,493,$$,99,A
Cafe Mak,3.5,748,$$,95,A
Seoul Kitchen,4.5,43,$,91,A
Farmer Boys,3.0,258,$,94,A
The MacArthur,4.0,56,na,99,A
Big Tuna,3.5,328,$$,91,A
Coffee & Cream,3.5,105,$,91,A
Original Queens,2.5,54,$,94,A
Pizzanista!,4.0,965,$,92,A
Spicy Thai,4.0,178,$,95,A
Pampas Grill,4.0,1134,$$,91,A
Couwami Asian Fusion,4.0,317,$$,91,A
Crown Wok,3.0,114,$$,95,A
Qing Dao Bread Food,3.5,76,$,93,A
Okane Umi,4.5,169,$$,82,B
Viktor Benes Bakery,4.0,39,$$,98,A
Red Herring,4.5,214,$$,94,A
Kitchen 24,3.5,1976,$$,96,A
101 Sushi Roll and Grill,4.5,3029,$$,91,A
Panini Kabob Grill,4.0,291,$$,92,A
Donas,3.5,327,$$,90,B
Pho Ha,3.5,684,$,90,B
Sabroso American & Mexican Food,4.0,94,$,91,A
Avra Beverly Hills,3.5,357,$$$,92,A
Q2 xPress Chinese Fast Food,4.5,44,$,95,A
Tsurugi Ramen,3.5,41,na,70,C
Andrew's Cheese Shop,4.5,144,$$,90,B
King Donuts,4.5,92,$,94,A
Our Place,3.5,49,$,93,A
Pho Stop,3.5,175,$,90,B
The Gumbo Pot,2.5,747,$$,93,A
Its A Grind Coffee House,4.0,209,$,93,A
Kimbap Paradise,4.5,149,$$,90,B
Traditions,3.5,116,$$,98,A
Courtyard by Marriott,3.0,133,$$,99,A
sweetgreen,3.5,55,$$,95,A
Ya Yaa Thai Cuisine,4.0,271,$,82,B
Hiccups,3.5,915,$$,90,B
Rich's BBQ,5.0,48,$,91,A
El Gallo Giro,3.0,149,$,95,A
Dublin's Irish Whiskey Pub,3.0,444,$$,92,A
The Venue,4.0,173,$$,98,A
Yasai Japanese Grill,3.5,239,$,83,B
Eagles Tacos,4.5,86,$,97,A
Papa John's Pizza,2.5,57,$$,97,A
Shirin Restaurant,4.0,405,$$,95,A
The Olive Restobar,4.0,123,$$,97,A
Creamistry,3.0,130,$$,95,A
Honey Baked Ham Company,3.0,89,$,99,A
Retro Fitness,3.5,123,na,94,A
Cassia,4.0,906,$$$,94,A
Ho Ho China Restaurant,4.0,195,$,92,A
Tubby's Tavern,4.0,115,$,96,A
Petros Kafe,3.5,220,$$,94,A
Le Pain Quotidien,3.5,245,$$,90,B
Gaam Karaoke,3.5,135,$$,94,A
Creamistry,4.0,548,$$,85,B
Domino's Pizza,2.0,68,$,99,A
Gale's,4.0,973,$$,92,A
Hideaway Country Bar & Grill,3.5,52,$,90,B
Ireland's 32,4.0,223,$$,98,A
Gourmet Palace China Bistro,4.5,105,$$,92,A
Hilton Garden Inn Los Angeles/Redondo Beach,3.5,75,$$,84,B
Thai Sierra Madre,4.0,76,$,90,B
La Villa Mexican Food Restaurant,4.0,336,$,96,A
Curry House,4.0,569,$$,91,A
Hannam Chain Supermarket,3.5,170,$$,91,A
Katsuya Hollywood,3.5,1764,$$$,90,B
Southland Beer,4.5,166,$,98,A
Cafe D'Etoile,4.0,199,$$,93,A
Kouraku Restaurant,3.5,961,$,90,B
Los Burritos,2.5,233,$,96,A
Mother Moo Creamery,4.5,741,$,96,A
Spices Thai Kitchen,4.0,282,$,96,A
Chichen Itza Restaurant,4.5,1114,$$,91,A
Aku Poke,3.5,280,$$,90,B
A-Won Japanese Restaurant,3.5,236,$$,90,B
Wahoo Chaya,3.5,126,$$,90,B
Domino's Pizza,2.5,51,$,92,A
Blue Fish,4.0,611,$$,90,B
Lawry's The Prime Rib - Beverly Hills,4.0,3540,$$$,90,B
The York,3.5,989,$$,91,A
Pupuseria El Cerro Verde,3.5,409,$,96,A
Sportsmen's Lodge Hotel,2.5,405,$$,96,A
Big Mama's & Papa's Pizzeria,3.0,109,$$,90,B
sweetgreen,4.0,347,$$,91,A
Vernetti,4.0,261,$$,94,A
The Habit Burger Grill,3.5,111,$,91,A
Pepperdine University,4.0,73,na,97,A
China Wok Express,3.0,41,$,92,A
Dan Sung Sa,4.0,734,$$,97,A
El Pollo Sonora,4.5,39,$,91,A
Cielito Lindo,4.0,698,$,95,A
China Wok,4.0,124,$$,97,A
Villa Moreliana,4.5,334,$,96,A
Grand Star Jazz Club,3.5,209,$,94,A
Quickly,3.5,121,$,100,A
Original Pantry Cafe,3.5,2725,$$,90,B
Bamboo Restaurant,4.0,407,$$,92,A
Diana's Restaurant,2.5,62,$$,95,A
Taco's El Rey,4.0,144,$,90,B
Las Brisas,3.5,144,$$,91,A
Boba Time,3.5,247,$,91,A
Bodega Wine Bar,4.0,884,$$,94,A
Moon Wok,3.5,201,$$,94,A
Gelato by Stick Station,5.0,44,$,95,A
TBaar,4.5,50,$,95,A
Corner Bakery Cafe,3.0,247,$$,92,A
Post & Beam,3.5,791,$$,96,A
Story Tavern,3.5,475,$$,94,A
18th Street Coffee House,3.5,285,$$,93,A
Boba Lab,4.0,201,$,95,A
'Lette Macarons,4.5,764,$$,91,A
Katsuya Hollywood,3.5,1764,$$$,97,A
Popeyes Louisiana Kitchen,2.5,94,$,97,A
Farmer Boys,3.0,303,$$,91,A
Happy Bowl,3.5,50,$,94,A
The Coffee Bean & Tea Leaf,3.0,69,$,94,A
Daw Yee Myanmar Corner,4.5,275,$$,96,A
Papa John's Pizza,2.5,78,$$,90,B
Nickel Diner,4.0,2323,$$,97,A
Glenoaks Kabob House,3.5,90,$$,92,A
Roma Specialty Pizza,4.0,813,$$,97,A
Fiddlers Three Restaurant,3.5,99,$,90,B
Cake House,3.5,142,$,97,A
Culina,4.0,444,$$$,97,A
Half and Half Tea Express,3.5,279,$,96,A
Sushi Zo,4.5,236,$$$$,97,A
Yamato Japanese Restaraunt,3.0,589,$$,94,A
Tacos Mexico,2.5,59,$,95,A
Bobo's Hamburgers,3.5,71,$,96,A
Guisados,4.5,2277,$,96,A
TGI Korean BBQ,4.5,160,$$,91,A
Southbay Pavilion At Carson,3.0,101,$$,93,A
Sip Matcha - Rowland Heights,4.0,222,$,95,A
Al-Noor,4.5,795,$$,95,A
Potato & Tea,4.0,128,$,90,B
Lala's Argentine Grill,4.0,1278,$$,94,A
Seongbukdong,4.0,1042,$$,92,A
Irori Sushi,4.0,1525,$$,90,B
Target,3.0,187,$$,99,A
Jim's Burgers,3.5,76,$,94,A
Guajillo Restaurant,4.5,40,$$,92,A
Ramen Yamadaya,3.5,453,$,75,C
Homage Brewing,4.5,109,$,97,A
Domino's Pizza,2.0,57,$,93,A
AMC Atlantic Times Square 14,3.5,469,na,98,A
Schabarum Regional Park,4.5,242,na,97,A
Machos Tacos,3.5,347,$,93,A
Bru Coffeebar,3.5,312,$$,93,A
BJ's Restaurant & Brewhouse,2.5,1103,$$,96,A
Lemon Fish,4.0,119,$$,84,B
Uncle Joe's Donuts,4.0,93,$,96,A
Pena's Tacos,4.0,313,$,95,A
China Express,3.5,92,$,96,A
Golden Noodle & Grill,4.0,122,$,95,A
Domino's Pizza,3.0,57,$$,93,A
Jersey Mike's Subs,4.0,176,$,93,A
Los Tres Hermanos,3.5,362,$$,95,A
Thai Tasty,4.5,208,$,96,A
Bobo's Hamburgers,3.5,113,$,91,A
Panini Kabob Grill,4.0,675,$$,90,B
AMF Beverly Lanes,2.5,107,na,96,A
Neno's Norooz,4.0,155,$$,93,A
Hana Haru Japanese Restaurant,3.5,272,$$,93,A
Ji Rong Peking Duck,4.5,694,$$,95,A
Mariscos Alas,4.5,54,$$,96,A
El Puerto Escondido,3.0,260,$$,92,A
Arte Cafe,3.5,203,$$,92,A
Spoon House Bakery & Restaurant,4.0,1107,$$,94,A
Glendora Continental,3.5,117,$$,90,B
Tokyo Steak Lancaster,3.0,96,$$,96,A
Buddha Belly,4.0,77,$$,92,A
Healthy Bites,4.0,352,$,96,A
berri's,3.0,733,$$,92,A
Calamigos Ranch,4.5,228,na,91,A
Five Star Seafood Restaurant,3.0,703,$$,90,B
Anajak Thai,4.0,289,$$,96,A
Domino's Pizza,2.0,54,$$,99,A
Fish Pepper Restaurant,4.0,93,$,92,A
Mitsuwa Marketplace,4.5,935,$$,98,A
AL Basch Chicken,4.5,143,$$,98,A
The Lobster,4.0,2061,$$$,94,A
Plate & Petal,4.5,473,$$,90,B
Pink Orchid Bakery and Cafe,4.5,119,$,91,A
Urth Caffé- Downtown LA,4.0,4855,$$,94,A
Los Feliz Cafe,3.5,293,$$,95,A
The Rusten House,3.5,129,$$,93,A
McDonald's,1.5,60,$,93,A
Fosters Freeze,2.5,75,$,91,A
Aro Latin,4.0,369,$$,90,B
California Donuts,4.0,2561,$,85,B
The Habit Burger Grill,4.0,369,$,93,A
Charley's Philly Steaks,3.0,39,$,96,A
Barnes & Noble Booksellers,3.5,142,$$,94,A
Bar Nineteen 12,3.5,57,$$$$,98,A
Super King Markets,3.5,481,$,91,A
Sweet Butter Kitchen,3.5,1151,$$,91,A
Fishing Boat Chinese Cuisine,4.0,41,$$,90,B
Dickey's barbecue pit,3.5,125,$$,95,A
Dots Cafe,4.0,171,$$,98,A
Cafe Fusion,3.5,179,$$,90,B
Magic Touch Bullet Train Sushi,4.0,1120,$$,91,A
Fish Taco Express,4.0,207,$,97,A
Teriburger,3.5,71,$,90,B
Stuffed Sandwich,4.0,259,$$,98,A
San Marino Grill,3.5,107,$$,100,A
El Hatuchay,3.5,162,$$,93,A
Rivera's,4.0,71,$,94,A
WaBa Grill,3.0,90,$,91,A
Jinky's Studio Cafe,3.5,677,$$,93,A
A&W Seafood Restaurant,3.5,460,$$,90,B
Alejos Presto Trattoria Italian Restaurant,4.0,555,$$,95,A
Tierra Mia Coffee,4.0,239,$,93,A
SushiStop,3.5,745,$,90,B
Larsen's Steakhouse - Valencia,4.0,481,$$$$,95,A
Dickey's Barbecue Pit,4.0,579,$$,93,A
Tutti Frutti,2.5,39,$,100,A
El Tequilense Restaurant,4.0,42,$,94,A
Yakiyan,4.5,347,$$$$,94,A
Asia Kitchen,3.0,61,$,97,A
Yummy China,4.0,169,$,90,B
Okrumong,4.0,264,$,93,A
Szechwan Chinese Restaurant,3.5,261,$$,90,B
Ayres Hotel Anaheim,4.0,288,$$,100,A
Ameci Pizza & Pasta - Porter Ranch,3.5,43,$,95,A
Al Hamra Halal Cafe,4.5,1005,$$,91,A
Lu & Pe Mexican Restaurant & Catering,4.5,168,$,96,A
Baked Bear,4.0,64,$,96,A
Veggie Grill,4.0,574,$$,96,A
Randy's Donuts,4.0,2080,$,94,A
Tacos Virginia,4.0,47,$,92,A
Napoli's Pizza Kitchen,4.5,402,$$,96,A
Blue C Sushi,3.5,474,$$,93,A
Hanashima Restaurant,3.5,208,$,95,A
Matisse Restaurant,4.0,139,$$,90,B
Hook Burger,4.0,1014,$$,97,A
Vibrato Grill Jazz,4.0,592,$$$,90,B
Pho Hoa Vietnamese Restaurant,3.5,164,$,92,A
77 Asian Kitchen,3.0,385,$$,90,B
Teriyaki House,3.5,173,$,96,A
Mid City Deli & Grill,4.5,94,$,94,A
Zankou Chicken,2.5,354,$$,94,A
Killer Shrimp,3.5,2193,$$,90,B
Baja Fresh,2.5,81,$,92,A
Gracias Madre,4.0,3542,$$,91,A
LA Fitness,3.0,531,na,99,A
EP & LP,3.0,1108,$$,98,A
Alpine Village Market,4.0,256,$$,95,A
Hae Jang Chon Korean BBQ Restaurant,4.0,4373,$$,90,B
Koi,4.0,945,$$$,91,A
Kwon's Restaurant,4.0,228,$,84,B
New Century Lobster,4.5,67,$$,97,A
Il Cielo,4.0,1117,$$$,90,B
Golden China,3.5,173,$$,94,A
Mendocino Farms,4.5,528,$$,97,A
Panda Express,2.5,66,$,95,A
The Original Brooklyn Water Bagels,3.5,535,$,90,B
Kokio Chicken,3.5,306,$$,94,A
Glatt Mart,3.5,108,$$,96,A
Pazzo Pizzeria,4.0,176,$,96,A
Flame Broiler,3.5,66,$,93,A
Sur Restaurant & Lounge,3.5,3078,$$$,92,A
Sushi Su,4.0,124,$$,96,A
Farmer Boys,3.0,246,$,92,A
Golden Spoon Frozen Yogurt,4.5,117,$,91,A
Wingstop,3.0,187,$,97,A
Dia De Campo,4.0,507,$$,96,A
Boda Restaurant,4.0,130,$,82,B
Zui Xiang Yuan,4.0,189,$,91,A
Commerson,4.0,351,$$,96,A
Pink Elephant,4.0,566,$,91,A
Baskin-Robbins,4.0,47,$,97,A
Whole Foods Market 365,3.5,103,$$,95,A
Yang San Bak,4.0,261,$$,90,B
Sako's Sandwich Shop,4.0,105,$,92,A
Blaze Fast-Fire'd Pizza,4.0,430,$,95,A
Crepes De Paris,4.5,98,$,93,A
Wally's Beverly Hills,4.0,584,$$$,94,A
The Coffee Bean & Tea Leaf,3.5,108,$,97,A
Banh Mi My Tho,4.5,1523,$,72,C
The Poke Haus,4.0,104,$$,93,A
Roll Roll,4.5,600,$,93,A
Angkor Restaurant,4.0,121,$$,90,B
KFC,2.0,64,$,95,A
Josie's Place,4.0,179,$,90,B
Lupita's Bakery,3.5,97,$$,97,A
Refresh by Ekkamai,4.5,137,$,90,B
The Flame Broiler,3.0,75,$,94,A
Baskin-Robbins,2.5,81,$,92,A
Panda Express,2.5,170,$,95,A
Burger Basket,3.5,73,$,85,B
Santa Monica Farmers Market - Wednesday,4.5,204,$$,95,A
Banh Mi & Che Cali,3.5,585,$,91,A
Pattern Bar,4.0,355,$$,84,B
Chado Tea Room,4.0,213,$$,90,B
Anar Indian Restaurant,4.0,480,$$,82,B
Mendocino Farms,4.5,391,$$,91,A
Peet's Coffee & Tea,3.5,66,$,97,A
Coyote Cantina,4.0,404,$$,90,B
Yogurtland,3.5,163,$,96,A
Texas Donuts,4.5,41,$,90,B
Kebab House,3.5,61,$,98,A
Toca Madera,4.0,1585,$$$,92,A
10e,4.0,557,$$,90,B
Peking Wok Restaurants,3.5,309,$$,90,B
Cha Cha Chicken,4.0,328,$$,95,A
Circle Bar,3.0,377,$$,91,A
Mon Japanese Restaurant,4.0,351,$$,96,A
Rush Street,3.5,2009,$$,98,A
Maria's Restaurant,3.0,141,$,92,A
LaB Coffee & Roasters,4.5,223,$$,96,A
Kai Ramen,4.5,587,$$,94,A
Maria's Grill,4.0,61,$,93,A
Puchica Guatemalan Bar & Grill,4.0,381,$$,96,A
Al Layali Restaurant and Café,4.0,289,$$,93,A
Fresh Potato Factory,4.0,520,$,96,A
Kebab Halebi,4.5,308,$$,90,B
Flyin Fin,4.0,562,$$,92,A
Kreation Organic Kafe & Juicery,4.0,244,$$,98,A
Carnitas Michoacan,4.0,1136,$,95,A
Pop's Hot Dogs,3.5,152,$,97,A
New York Cafe,4.0,60,$,99,A
Haida Sandwich & Juice,4.0,104,$,93,A
The Bombay Frankie Company,4.5,329,$,91,A
