ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-06-05,"THE UGLY MUG COFFEE HOUSE, LLC",FA0258106,THE UGLY MUG COFFEE HOUSE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,3112 W BURBANK BLVD STE 100,BURBANK,91505,99,A,"3112 W BURBANK BLVD STE 100, BURBANK, CA 91505"
2018-04-14,MANRIQUEZ INC,FA0011005,BROOKLYN DELI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,730 W LANCASTER BLVD,LANCASTER,93534,99,A,"730 W LANCASTER BLVD, LANCASTER, CA 93534"
2018-07-12,THE WOOD LLC,FA0051843,THE WOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12000 WASHINGTON BLVD,CULVER CITY,90231,90,A,"12000 WASHINGTON BLVD, CULVER CITY, CA 90231"
2017-12-19,CENTURY THEATRES OF CA INC,FA0008221,CENTURY THEATRE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,12827 VICTORY BLVD,NORTH HOLLYWOOD,91606,97,A,"12827 VICTORY BLVD, NORTH HOLLYWOOD, CA 91606"
2018-07-26,"ASIANA MANAGEMENT GROUP, INC",FA0177739,ACE SUSHI @ VON'S 2078,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9119 RESEDA BLVD,NORTHRIDGE,91324,98,A,"9119 RESEDA BLVD, NORTHRIDGE, CA 91324"
2018-08-08,CHIMNEY CAFE,FA0059668,CHIMNEY CAFE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1100 N MAIN ST #B,LOS ANGELES,90012,94,A,"1100 N MAIN ST #B, LOS ANGELES, CA 90012"
2018-03-28,"J & B, INC.",FA0138995,SUBWAY SANDWICHES & SALADS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,23211 HAWTHORNE BLVD,TORRANCE,90505-3769,95,A,"23211 HAWTHORNE BLVD, TORRANCE, CA 90505-3769"
2018-06-07,"SIRIANI, DON",FA0068517,PENMAR COFFEE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1233 ROSE AVE,VENICE,90291,94,A,"1233 ROSE AVE, VENICE, CA 90291"
2018-08-13,"HOLLYWOOD ROYALTY, LLC.",FA0138083,THE FAIRFAX,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,432 N FAIRFAX AVE,LOS ANGELES,90036,94,A,"432 N FAIRFAX AVE, LOS ANGELES, CA 90036"
2018-02-21,JSB COMPANY INC,FA0007514,AUNTIE ANNE'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,24201 VALENCIA BLVD # 205,VALENCIA,91355,97,A,"24201 VALENCIA BLVD # 205, VALENCIA, CA 91355"
2018-09-19,"YI, SEUNG HEE",FA0025379,GOMBO WANG KOREAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18009 S NORWALK BLVD STE B,ARTESIA,90701,98,A,"18009 S NORWALK BLVD STE B, ARTESIA, CA 90701"
2018-05-09,SOUTHBAY YMCA,FA0048919,SOUTH BAY YMCA-EAST WING,ACTIVE,RESTAURANT (151 + ) SEATS LOW RISK,801 E CARSON ST,CARSON,90745,93,A,"801 E CARSON ST, CARSON, CA 90745"
2018-08-13,C.U. NOODLE INC,FA0243956,MR. CHAMPION,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,168 LAS TUNAS DR # 107,ARCADIA,91007,93,A,"168 LAS TUNAS DR # 107, ARCADIA, CA 91007"
2018-07-12,PHNOM PENH NOODLE SHACK INC.,FA0255179,RICESTRING NOODLE SHACK,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,11803 SOUTH ST,CERRITOS,90703,95,A,"11803 SOUTH ST, CERRITOS, CA 90703"
2018-07-23,GILEWSKI ROBERT,FA0049963,SUBWAY SANDWICH SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,15900 S CRENSHAW BLVD # E,GARDENA,90249,94,A,"15900 S CRENSHAW BLVD # E, GARDENA, CA 90249"
2018-05-16,THE SHACK,FA0051691,THE SHACK,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,185 CULVER BLVD,PLAYA DEL REY,90293,90,A,"185 CULVER BLVD, PLAYA DEL REY, CA 90293"
2018-06-18,"APELILA AND J, LLC",FA0158347,ONO HAWAIIAN BBQ,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,785 RIO RANCHO RD STE 320,POMONA,91766,99,A,"785 RIO RANCHO RD STE 320, POMONA, CA 91766"
2017-07-21,PACIFIC THEATERS EXHIBITION CORP,FA0057649,ARCLIGHT CINEMAS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,15301 VENTURA BLVD # 300,SHERMAN OAKS,91403,97,A,"15301 VENTURA BLVD # 300, SHERMAN OAKS, CA 91403"
2018-07-19,BRISTOL FARMS INC,FA0006292,BRISTOL FARMS MEAT DEPT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1515 E WESTWOOD BLVD,LOS ANGELES,90024,96,A,"1515 E WESTWOOD BLVD, LOS ANGELES, CA 90024"
2018-03-19,YCK ES. RESTAURANT INC,FA0176629,SZECHWAN GARDEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18854 NORWALK BLVD,ARTESIA,90701,96,A,"18854 NORWALK BLVD, ARTESIA, CA 90701"
2018-09-21,"TSAN, SANG PHU",FA0065724,LIEN HOA CHINESE BBQ,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,721 N BROADWAY,LOS ANGELES,90012,92,A,"721 N BROADWAY, LOS ANGELES, CA 90012"
2018-05-16,PRINCIPAL RESOURCE NETWORK INC,FA0174549,CELEBRITY HALL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,206 S LOCUST ST,INGLEWOOD,91301,97,A,"206 S LOCUST ST, INGLEWOOD, CA 91301"
2018-09-11,HOLLYWOOD BAKERY INC,FA0177208,HOLLYWOOD BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5060 SANTA MONICA BLVD,LOS ANGELES,90029,92,A,"5060 SANTA MONICA BLVD, LOS ANGELES, CA 90029"
2018-08-23,"ZHENG, MIN BIAO",FA0071455,SUPER PANDA CHINA BUFFET,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6300 YORK BLVD,LOS ANGELES,90042,92,A,"6300 YORK BLVD, LOS ANGELES, CA 90042"
2018-08-15,MABOUD NOURKHAH,FA0226373,B.B. SAARA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15928 VENTURA BLVD # 113,ENCINO,91346,92,A,"15928 VENTURA BLVD # 113, ENCINO, CA 91346"
2018-04-27,HAPPY FOOD SERVICES INC.,FA0244869,DOWNTOWN FATBURGER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,888 S FIGUEROA ST,LOS ANGELES,90017,91,A,"888 S FIGUEROA ST, LOS ANGELES, CA 90017"
2018-07-09,HUO ZHOU WANG,FA0177036,HUO ZHOU WANG,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,227 W VALLEY BLVD STE 148-B,SAN GABRIEL,91776,97,A,"227 W VALLEY BLVD STE 148-B, SAN GABRIEL, CA 91776"
2018-05-29,LORENDANA NANCI,FA0038227,TONY'S ITALIAN DELICATESSAN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2012 W WHITTIER BLVD,MONTEBELLO,90640,97,A,"2012 W WHITTIER BLVD, MONTEBELLO, CA 90640"
2018-06-21,"FREDS 62, LLC.",FA0222688,FREDS 62,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4655 1/2 RUSSELL AVE,LOS ANGELES,90027,100,A,"4655 1/2 RUSSELL AVE, LOS ANGELES, CA 90027"
2018-07-13,"AMADOR, MARIA GUADALUPE",FA0061331,EL ATACOR RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3520 N FIGUEROA ST,LOS ANGELES,90065,90,A,"3520 N FIGUEROA ST, LOS ANGELES, CA 90065"
2018-08-28,ALEJANDRO YASSER EUSEBIO,FA0171346,CASCABEL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,10717 RIVERSIDE DR,TOLUCA LAKE,91602,91,A,"10717 RIVERSIDE DR, TOLUCA LAKE, CA 91602"
2018-06-21,"CGI FOODS- AVALON, INC",FA0158906,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,5115 WILSHIRE BLVD STE G,LOS ANGELES,90036,91,A,"5115 WILSHIRE BLVD STE G, LOS ANGELES, CA 90036"
2018-04-16,401 JNH,FA0021143,LA SALSA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,445 S FIGUEROA ST STE 104,LOS ANGELES,90071,94,A,"445 S FIGUEROA ST STE 104, LOS ANGELES, CA 90071"
2018-07-30,"RAMONA'S MEXICAN FOOD PRODUCTS, INC.",FA0137622,RAMONA'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3728 CRENSHAW BLVD,LOS ANGELES,90016,97,A,"3728 CRENSHAW BLVD, LOS ANGELES, CA 90016"
2018-06-05,FROOZA,FA0256990,FROOZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,521 S MYRTLE AVE,MONROVIA,91016,98,A,"521 S MYRTLE AVE, MONROVIA, CA 91016"
2018-07-11,SGD 1962 CMP INC,FA0249180,SOGONGDONG,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,450 S WESTERN AVE,LOS ANGELES,90020,91,A,"450 S WESTERN AVE, LOS ANGELES, CA 90020"
2018-05-03,MAOF INCORPORATED,FA0066843,MEXICAN AMERICAN OPPORTUNITY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,401 N GARFIELD AVE,MONTEBELLO,90640,98,A,"401 N GARFIELD AVE, MONTEBELLO, CA 90640"
2018-09-05,BJ'S RESTAURANT INC.,FA0007748,B J'S RESTAURANT & BREWHOUSE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,101 N BRAND BLVD,GLENDALE,91203,91,A,"101 N BRAND BLVD, GLENDALE, CA 91203"
2018-08-27,FAN KUAN SHENG,FA0067048,TOKYO WAKO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,401 E HUNTINGTON DR,ARCADIA,91006,96,A,"401 E HUNTINGTON DR, ARCADIA, CA 91006"
2018-05-15,ALL AMERICAN ASSETS,FA0036845,THAI CHEFS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,28014 SECO CANYON RD,SANTA CLARITA,91390,95,A,"28014 SECO CANYON RD, SANTA CLARITA, CA 91390"
2018-04-03,STONEFIRE GRILL 5 INC,FA0049652,STONEFIRE GRILL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,23300 CINEMA DR STE #112,VALENCIA,91355,90,A,"23300 CINEMA DR STE #112, VALENCIA, CA 91355"
2018-01-25,PALMDALE HOSPITALITY LLC,FA0252012,ELEMENT BY WESTIN,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,39325 TRADE CENTER DR,PALMDALE,93551,97,A,"39325 TRADE CENTER DR, PALMDALE, CA 93551"
2018-02-15,1038 INC,FA0068935,PRES SAMMY CHAO,ACTIVE,RESTAURANT (151 + ) SEATS LOW RISK,1038 S HILL ST,LOS ANGELES,90015,96,A,"1038 S HILL ST, LOS ANGELES, CA 90015"
2018-09-07,"DOLLARD DEVELOPMENT, INC",FA0251903,SUBWAY SANDWICHES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6151 W CENTURY BLVD STE D,LOS ANGELES,90045-5312,96,A,"6151 W CENTURY BLVD STE D, LOS ANGELES, CA 90045-5312"
2018-08-28,LEE SUN JA,FA0064584,JUN JU SHULUNGTANG,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1845 W REDONDO BEACH BLVD,GARDENA,90247,90,A,"1845 W REDONDO BEACH BLVD, GARDENA, CA 90247"
2018-08-28,ANDREA PELCASTRE,FA0263351,THE OVEN PIZZA PARLOR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,16701 1/2 BELLFLOWER BLVD,BELLFLOWER,90706,94,A,"16701 1/2 BELLFLOWER BLVD, BELLFLOWER, CA 90706"
2018-05-02,ALEJANDRO AYON ECHAVARRIA,FA0258541,FRUTIBIONICOS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9055 TELEGRAPH RD,PICO RIVERA,90660,94,A,"9055 TELEGRAPH RD, PICO RIVERA, CA 90660"
2018-08-07,SHAMTOOB KAMRAN,FA0013684,FISH IN THE VILLAGE MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12450 BURBANK BLVD STE #B,VALLEY VILLAGE,91607,98,A,"12450 BURBANK BLVD STE #B, VALLEY VILLAGE, CA 91607"
2018-09-18,PARK TOUR SERVICES INC,FA0256916,TONCHINKAN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,713 W DUARTE # H,ARCADIA,91007,90,A,"713 W DUARTE # H, ARCADIA, CA 91007"
2018-04-23,TOAST BAKERY CAFE INC,FA0072650,TOAST BAKERY CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8221 W 3RD ST,LOS ANGELES,90048,90,A,"8221 W 3RD ST, LOS ANGELES, CA 90048"
2018-09-05,"EDDIE'S BAKERY, INC.",FA0049311,STAR BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11628 SANTA MONICA BLVD # 6,LOS ANGELES,90025,90,A,"11628 SANTA MONICA BLVD # 6, LOS ANGELES, CA 90025"
2018-08-10,BYUNG SOOK YI,FA0027527,FORK OVER PORK,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1431 S BALDWIN AVE,ARCADIA,91007,94,A,"1431 S BALDWIN AVE, ARCADIA, CA 91007"
2018-07-11,NEW CHINA WAY INC,FA0202793,NEW CHINA WAY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1100 N VERMONT AVE STE 17,LOS ANGELES,90023,91,A,"1100 N VERMONT AVE STE 17, LOS ANGELES, CA 90023"
2018-09-17,SEASALT FISH GRILL LLC,FA0136868,SEASALT FISH GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,508 SANTA MONICA BLVD,SANTA MONICA,90401,93,A,"508 SANTA MONICA BLVD, SANTA MONICA, CA 90401"
2018-07-25,"SURIYAYINGYAI 99, LLC",FA0245776,SWEETY HUT THAI RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1215 S GLENDORA AVE,WEST COVINA,91790,86,B,"1215 S GLENDORA AVE, WEST COVINA, CA 91790"
2018-09-04,"RUIZ, VICENTE",FA0008360,CHANO'S RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1030 E LAS TUNAS DR,SAN GABRIEL,91776,97,A,"1030 E LAS TUNAS DR, SAN GABRIEL, CA 91776"
2018-08-17,"EL POLLO LOCO, INC.",FA0061536,EL POLLO LOCO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4954 W CENTURY BLVD,INGLEWOOD,90301,97,A,"4954 W CENTURY BLVD, INGLEWOOD, CA 90301"
2018-06-18,ASIA KITCHEN INC,FA0244988,ASIA KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1626 PUENTE AVE,BALDWIN PARK,91706,90,A,"1626 PUENTE AVE, BALDWIN PARK, CA 91706"
2018-09-26,KHOSLAVI ESFANDIAR,FA0058383,CORNER CUISINE MEDITERRANEAN RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3277 N SAN FERNANDO RD,LOS ANGELES,90065,98,A,"3277 N SAN FERNANDO RD, LOS ANGELES, CA 90065"
2018-05-29,"CLARK STREET BREAD , LLC",FA0244074,CLARK STREET BREAD,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,317 S BROADWAY # F-3,LOS ANGELES,90013,95,A,"317 S BROADWAY # F-3, LOS ANGELES, CA 90013"
2018-04-03,PHALLA SUY,FA0243767,GRANNY''S DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5550 WOODRUFF AVE,LAKEWOOD,90713,93,A,"5550 WOODRUFF AVE, LAKEWOOD, CA 90713"
2018-09-10,"PRADO,WILLIAM J",FA0068924,PRADO RESTURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,244 N LARCHMONT BLVD,LOS ANGELES,90004,96,A,"244 N LARCHMONT BLVD, LOS ANGELES, CA 90004"
2017-09-13,"SPREAD MEDITERRANEAN GRILL, LLC",FA0180529,SPREAD MEDITERRANEAN KITCHEN,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,334 S MAIN ST,LOS ANGELES,90013,93,A,"334 S MAIN ST, LOS ANGELES, CA 90013"
2018-07-13,BON SHABU INC.,FA0251763,BON SHABU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,601 S ARDMORE AVE STE 100,LOS ANGELES,90005,91,A,"601 S ARDMORE AVE STE 100, LOS ANGELES, CA 90005"
2018-04-16,"GRAY, ANTOINETTE T.",FA0040893,WI JAMMIN CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1359 S REDONDO BLVD,LOS ANGELES,90019,97,A,"1359 S REDONDO BLVD, LOS ANGELES, CA 90019"
2017-11-27,TM FLACH ENTERPRISES INC,FA0044249,PIZZA KING,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,441 E EL SEGUNDO BLVD,LOS ANGELES,90061,94,A,"441 E EL SEGUNDO BLVD, LOS ANGELES, CA 90061"
2018-09-11,"MUHAN GLOBAL, INC",FA0174778,MOANA GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15420 S WESTERN AVE STE A,GARDENA,90249,97,A,"15420 S WESTERN AVE STE A, GARDENA, CA 90249"
2018-05-23,FEEL KARAOKE INC,FA0255751,FEEL KARAOKE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,600 S HARVARD BLVD 2ND FLOOR,LOS ANGELES,90005-2530,90,A,"600 S HARVARD BLVD 2ND FLOOR, LOS ANGELES, CA 90005-2530"
2018-08-20,"CONTINENTAL PARK PIZZERIA, INC",FA0151594,GRIMALDI'S PIZZERIA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,2121 ROSECRANS AVE,EL SEGUNDO,90245,90,A,"2121 ROSECRANS AVE, EL SEGUNDO, CA 90245"
2018-05-02,GREYHOUND LINES INC,FA0015798,GREYHOUND FOOD SERVICE INC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1716 E 7TH ST,LOS ANGELES,90021,93,A,"1716 E 7TH ST, LOS ANGELES, CA 90021"
2018-05-29,"SANTOS, ALEJANDRO",FA0021439,EL RANCHON,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3564 S NORMANDIE AVE,LOS ANGELES,90007,97,A,"3564 S NORMANDIE AVE, LOS ANGELES, CA 90007"
2018-07-17,"ALVAREZ, SANTOS V",FA0043261,PARAISO KABAB,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7130 1/2 VAN NUYS BLVD,VAN NUYS,91405,94,A,"7130 1/2 VAN NUYS BLVD, VAN NUYS, CA 91405"
2018-09-05,PIG & PIE INC,FA0174574,CINDY'S RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1500 COLORADO BLVD,LOS ANGELES,90041,91,A,"1500 COLORADO BLVD, LOS ANGELES, CA 90041"
2018-06-04,"GARCIA, ROSA ELVIA",FA0061329,EL APETITO RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2125 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,97,A,"2125 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90033"
2018-08-08,ALI MIRGHAFFARI,FA0160554,TASTE OF TEHRAN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1915 WESTWOOD BLVD,LOS ANGELES,90025,96,A,"1915 WESTWOOD BLVD, LOS ANGELES, CA 90025"
2017-12-19,"SIMMONS, LA CRESHA",FA0041473,WORLD WIDE TACOS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2419 W MLK BLVD,LOS ANGELES,90008,94,A,"2419 W MLK BLVD, LOS ANGELES, CA 90008"
2018-09-04,QUAN ZHENG,FA0264043,SHENYANG TASTY RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,127 S SAN GABRIEL BLVD,SAN GABRIEL,91776,98,A,"127 S SAN GABRIEL BLVD, SAN GABRIEL, CA 91776"
2018-04-26,CAPRI URBAN BALDWIN LLC,FA0048342,SOUTHERN GIRLS DESSERTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3650 W MARTIN LUTHER KING BLVD STE 100,LOS ANGELES,90008,96,A,"3650 W MARTIN LUTHER KING BLVD STE 100, LOS ANGELES, CA 90008"
2018-07-31,MAYA BEQUE INC,FA0014786,VERSAILLES RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,17410 VENTURA BLVD,ENCINO,91316,95,A,"17410 VENTURA BLVD, ENCINO, CA 91316"
2018-09-04,"STREET TACOS AND GRILL, LLC",FA0249747,STREET TACOS AND GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1843 1/2 E 1ST ST,LOS ANGELES,90033-3410,97,A,"1843 1/2 E 1ST ST, LOS ANGELES, CA 90033-3410"
2017-07-25,JEWISH BIG BROTHERS BIG SIST,FA0149478,CAMP MAX STRAUS KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1041 SHIRLYJEAN ST,GLENDALE,91208-1139,92,A,"1041 SHIRLYJEAN ST, GLENDALE, CA 91208-1139"
2018-06-19,SHIN KWAN HEE,FA0072950,TRIMANA CITY HALL EAST,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,200 N MAIN ST FL FL 1,LOS ANGELES,90012,95,A,"200 N MAIN ST FL FL 1, LOS ANGELES, CA 90012"
2018-07-27,CH KINGLSEY LLC,FA0246040,PALM TREE LA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3109 W OLYMPIC BLVD,LOS ANGELES,90006,92,A,"3109 W OLYMPIC BLVD, LOS ANGELES, CA 90006"
2018-04-11,"123 BROADWAY PARTNERS, LLC.",FA0137895,STOUT BURGERS & BEER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,111 SANTA MONICA BLVD,SANTA MONICA,90401,93,A,"111 SANTA MONICA BLVD, SANTA MONICA, CA 90401"
2018-07-26,"DUONG, DENNIS",FA0031239,ROYAL BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8450 VALLEY BLVD STE #117,ROSEMEAD,91770,98,A,"8450 VALLEY BLVD STE #117, ROSEMEAD, CA 91770"
2018-08-08,"RUVALCABA, FERNANDO",FA0071900,TAQUERIA LOS COYOTES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,21612 S NORWALK BLVD,HAWAIIAN GARDENS,90716,91,A,"21612 S NORWALK BLVD, HAWAIIAN GARDENS, CA 90716"
2018-09-11,ASIANA MANAGEMENT GROUP INC,FA0245637,ACE SUSHI @ VONS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4705 TORRANCE BLVD,TORRANCE,90503,99,A,"4705 TORRANCE BLVD, TORRANCE, CA 90503"
2018-07-30,MARCOS ALBERTO GUEVARA,FA0249325,ART'S DELI & MEAT MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1404 W KENNETH RD,GLENDALE,91201,94,A,"1404 W KENNETH RD, GLENDALE, CA 91201"
2017-02-15,LEKA LLC.,FA0065647,KUES,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,800 W 6TH ST,LOS ANGELES,90012,90,A,"800 W 6TH ST, LOS ANGELES, CA 90012"
2018-03-29,"LA BODEGA MEX ICE CREAM , INC.",FA0252393,LA MICHOACANA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2715 S WESTERN AVE # D,LOS ANGELES,90018,97,A,"2715 S WESTERN AVE # D, LOS ANGELES, CA 90018"
2018-09-27,"NOVO, JORGE",FA0053881,VENICE BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10943 VENICE BLVD,LOS ANGELES,90034,86,B,"10943 VENICE BLVD, LOS ANGELES, CA 90034"
2018-09-26,"RUBIO'S RESTAURANTS, INC.",FA0046518,RUBIO'S FRESH MEXICAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,39445 W 10TH ST D,PALMDALE,93551,97,A,"39445 W 10TH ST D, PALMDALE, CA 93551"
2018-09-05,"CHOI, HOWARD",FA0015246,GOLDEN BURGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1938 W 3RD ST,LOS ANGELES,90057,98,A,"1938 W 3RD ST, LOS ANGELES, CA 90057"
2018-09-13,"PEREZ, EVERADO",FA0020228,KORA BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,331 E FLORENCE AVE,LOS ANGELES,90003,92,A,"331 E FLORENCE AVE, LOS ANGELES, CA 90003"
2017-12-09,ARMANDO LOPEZ,FA0160723,OAXACA CAFE ANTOJITOS AND JUICE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1211 E CENTURY BLVD,LOS ANGELES,90002,97,A,"1211 E CENTURY BLVD, LOS ANGELES, CA 90002"
2018-08-13,"SUZUKI, HITOSHI",FA0045866,RAMEN NIPPON,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,6900 RESEDA BLVD STE D,RESEDA,91335,96,A,"6900 RESEDA BLVD STE D, RESEDA, CA 91335"
2018-08-02,"GUERRERO, JOSE",FA0012304,EL GRULLENSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1965 S SAN PEDRO ST,LOS ANGELES,90011,90,A,"1965 S SAN PEDRO ST, LOS ANGELES, CA 90011"
2018-06-26,VADARA SONG,FA0178915,DONUT INN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9079 VAN NUYS BLVD,PANORAMA CITY,91402,83,B,"9079 VAN NUYS BLVD, PANORAMA CITY, CA 91402"
2018-09-04,"CHIN, HYUNRAN",FA0059739,CHIN'S TERIYAKI BBQ CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1708 S WESTERN AVE,LOS ANGELES,90006,84,B,"1708 S WESTERN AVE, LOS ANGELES, CA 90006"
2018-06-21,ROBERT BROS LLC,FA0033044,DOLCE ISOLA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2869 S ROBERTSON BLVD,LOS ANGELES,90034,96,A,"2869 S ROBERTSON BLVD, LOS ANGELES, CA 90034"
2018-09-10,SUSHI BONITO INC,FA0243221,SUSHI BONITO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15904 GALE AVE,HACIENDA HEIGHTS,91745,91,A,"15904 GALE AVE, HACIENDA HEIGHTS, CA 91745"
2018-07-09,STEP UP ON SECOND INC.,FA0137086,STEP UP ON VINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1057 N VINE ST,LOS ANGELES,90038,99,A,"1057 N VINE ST, LOS ANGELES, CA 90038"
2018-06-18,"KLATCH COFFEE, INC",FA0261097,KLATCH COFFEE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,306 S PACIFIC COAST HWY # A,REDONDO BEACH,90277,95,A,"306 S PACIFIC COAST HWY # A, REDONDO BEACH, CA 90277"
